CustomerID,Recency,Frequency,Monetary,Recency_capped,Frequency_capped,Monetary_capped,R_Score,F_Score,M_Score,RFM_Score,Recency_scaled,Frequency_scaled,Monetary_scaled
12413,66,3,758.1,66.0,3.0,758.1,2,1,3,213,-0.2572678747187647,-0.21078754299153651,-0.294544179118268
12437,1,18,4951.41,1.0,18.0,4951.41,5,4,5,545,-0.9092356406670339,2.8803166890028993,1.3520430412568638
12441,366,1,173.55,366.0,1.0,173.55,1,1,1,111,2.751814121965554,-0.6229347739241279,-0.5240794530832941
12488,9,3,1298.66,9.0,3.0,1298.66,5,1,4,514,-0.8289934540887853,-0.21078754299153651,-0.08228246036959899
12489,336,1,334.93,336.0,1.0,334.93,1,1,1,111,2.4509059222971223,-0.6229347739241279,-0.46071036145302136
12490,5,10,5417.93,5.0,10.0,5417.93,5,3,5,535,-0.8691145473779096,1.2317277652725334,1.5352314699800937
12491,38,1,460.40000000000003,38.0,1.0,460.40000000000003,3,1,2,312,-0.5381155277426345,-0.6229347739241279,-0.41144205108711285
12493,165,2,433.74,165.0,2.0,433.74,1,1,2,112,0.7357291841870606,-0.4168611584578322,-0.421910634448515
12494,15,7,1246.1000000000001,15.0,7.0,1246.1000000000001,4,2,4,424,-0.768811814155099,0.6135069188736463,-0.10292119785929492
12506,232,1,73.5,232.0,1.0,73.5,1,1,1,111,1.4077574967798916,-0.6229347739241279,-0.5633660909418192
12508,26,2,398.27,26.0,2.0,398.27,4,1,2,412,-0.6584788076100073,-0.4168611584578322,-0.43583864089371127
12509,284,1,176.5,284.0,1.0,176.5,1,1,1,111,1.929331709538507,-0.6229347739241279,-0.5229210764547818
12513,112,1,612.29,112.0,1.0,612.29,2,1,2,212,0.20412469810616418,-0.6229347739241279,-0.3517993981702575
12523,19,11,1789.77,19.0,11.0,1789.77,4,3,4,434,-0.7286907208659748,1.437801380738829,0.11056172472485644
12532,30,1,349.83000000000004,30.0,1.0,349.83000000000004,3,1,2,312,-0.618357714320883,-0.6229347739241279,-0.45485957780392566
12535,91,2,716.35,91.0,2.0,716.35,2,1,3,213,-0.006511041661738152,-0.4168611584578322,-0.3109381534370429
