transaction_id,customer_id,product_id,category,brand,date,quantity,unit_price,total_price
T0000001,C03000,Banana Jaggery Chips,Snacks & Branded Foods,A-1 Chips,2024-06-28,3,120.0,360.0
T0000002,C03000,Krackjack Biscuits,Snacks & Branded Foods,Parle,2024-04-30,1,28.0,28.0
T0000003,C03000,Multi Grain Vanilla Cake Mix - Wheat & Maida Free,Snacks & Branded Foods,Slurrp Farm,2024-01-26,1,224.25,224.25
T0000004,C03000,Synthetic Food Colour Preparation Apple Green,Snacks & Branded Foods,999,2024-06-09,2,20.0,40.0
T0000005,C03000,Mango Pickle in Olive Oil,Snacks & Branded Foods,Manna ,2024-05-28,3,89.0,267.0
T0000006,C03000,Cup-A-Soup - Chicken Delite,Snacks & Branded Foods,Knorr,2024-03-27,1,15.0,15.0
T0000007,C03000,Spirali Fusilli,Snacks & Branded Foods,Keya,2024-02-11,2,175.0,350.0
T0000008,C03000,"Original - Ready To Fry Mini Rice Papad, Onion",Snacks & Branded Foods,Fryums,2024-05-10,2,40.0,80.0
T0000009,C03000,Mysore Pak,Snacks & Branded Foods,Sangam Sweets,2024-04-15,2,360.0,720.0
T0000010,C03001,Ragi Vermicelli - Finger Millet-Semiya,Snacks & Branded Foods,Manna ,2024-03-18,3,25.0,75.0
T0000011,C03001,Sweet Potato Fries,Snacks & Branded Foods,Iceland,2024-01-03,1,150.0,150.0
T0000012,C03001,Ragi Vermicelli - Finger Millet-Semiya,Snacks & Branded Foods,Manna ,2024-02-26,1,25.0,25.0
T0000013,C03001,Apple Cider Vinegar - Raw,Snacks & Branded Foods,Good Vibes,2024-01-24,1,500.0,500.0
T0000014,C03001,"Instant Pongal - Ready to Cook, 40% Multi-millets",Snacks & Branded Foods,Manna ,2024-03-09,2,109.0,218.0
T0000015,C03001,Noodles - Saucy Masala,Snacks & Branded Foods,Sunfeast YiPPee!,2024-02-13,1,58.0,58.0
T0000016,C03001,Aloo Tikki,Snacks & Branded Foods,Amul Happy Treats,2024-04-24,1,67.5,67.5
T0000017,C03002,Bounce Biscuits - Orange Creme,Snacks & Branded Foods,Sunfeast,2024-04-10,2,54.0,108.0
T0000018,C03002,Banana Chips,Snacks & Branded Foods,Ela,2024-04-23,1,95.0,95.0
T0000019,C03002,Roasted Peanut,Snacks & Branded Foods,Ela,2024-04-06,1,65.0,65.0
T0000020,C03003,Hommade Lime Pickle,Snacks & Branded Foods,Dabur,2024-05-29,3,89.25,267.75
T0000021,C03003,"Chocolate Biscuit, Pro Health Vitamins, 250 g, Pack of 9",Snacks & Branded Foods,Bournvita,2024-01-24,1,134.4,134.4
T0000022,C03003,Cookies - Multigrain Breakfast,Snacks & Branded Foods,Unibic,2024-05-11,2,30.0,60.0
T0000023,C03003,Himalayan Raw Apple Cider Vinegar,Snacks & Branded Foods,Dabur,2024-05-21,1,296.0,296.0
T0000024,C03004,"Nutrition Energy Bar - Gojiberry, Blackcurrant & Cashews",Snacks & Branded Foods,GoodDiet,2024-01-30,1,334.45,334.45
T0000025,C03004,Mixture - Cornflakes,Snacks & Branded Foods,Haldirams ,2024-06-06,1,55.0,55.0
T0000026,C03004,Secret Schezwan Chutney,Snacks & Branded Foods,Chings,2024-05-31,1,139.2,139.2
T0000027,C03004,Breakfast Mix - Kodo Millet Bisibele Bhath,Snacks & Branded Foods,GoodDiet,2024-01-18,1,89.0,89.0
T0000028,C03004,Bhakhri Baked Mathri - Kothmir,Snacks & Branded Foods,Tasties,2024-03-27,1,110.0,110.0
T0000029,C03004,Pickle - Lime,Snacks & Branded Foods,Mother's Recipe,2024-04-01,2,110.0,220.0
T0000030,C03004,Vermicelli - Roasted,Snacks & Branded Foods,Bambino,2024-03-17,1,89.1,89.1
T0000031,C03004,Pickle - Tomato,Snacks & Branded Foods,Mother's Recipe,2024-05-14,3,50.0,150.0
T0000032,C03004,Spicy Crispy Murukku,Snacks & Branded Foods,Sowbhagya foods,2024-03-23,2,60.0,120.0
T0000033,C03004,Organic Rice Mix - Horsegram,Snacks & Branded Foods,Aaha Oho,2024-06-12,1,70.0,70.0
T0000034,C03004,Truly Tomato Ketchup - No Added Preservatives,Snacks & Branded Foods,Veeba,2024-05-31,1,99.0,99.0
T0000035,C03004,Frozen Sweet Corn,Snacks & Branded Foods,Fresho,2024-06-18,2,129.0,258.0
T0000036,C03004,Original - Indian Hot Chilli Medium Spicy Sauce,Snacks & Branded Foods,Naagin ,2024-01-14,1,225.0,225.0
T0000037,C03005,GMS - Glyceryl Mono Stearate,Snacks & Branded Foods,Eagle,2024-05-14,1,33.0,33.0
T0000038,C03005,Paratha - Malabari,Snacks & Branded Foods,Freshious,2024-05-18,3,150.0,450.0
T0000039,C03005,Gelatine,Snacks & Branded Foods,Eagle,2024-02-13,1,81.0,81.0
T0000040,C03005,Gelatine,Snacks & Branded Foods,Eagle,2024-05-11,1,81.0,81.0
T0000041,C03005,Yeast - Active Dry,Snacks & Branded Foods,Eagle,2024-05-23,1,42.0,42.0
T0000042,C03005,Powder - Baking,Snacks & Branded Foods,Eagle,2024-05-13,2,25.0,50.0
T0000043,C03006,Ready To Cook Pongal,Snacks & Branded Foods,Instafeast,2024-01-08,1,49.0,49.0
T0000044,C03006,Tomato Ketchup,Snacks & Branded Foods,Navya Food Art,2024-01-29,1,135.0,135.0
T0000045,C03006,Oats - Homestyle Masala,Snacks & Branded Foods,Quaker,2024-02-15,1,145.0,145.0
T0000046,C03006,Green Peas,Snacks & Branded Foods,Yummiez,2024-06-23,1,160.8,160.8
T0000047,C03006,Cookies - Oatmeal (Sugar Free),Snacks & Branded Foods,Unibic,2024-05-14,1,34.0,34.0
T0000048,C03006,Whole Wheat Marie,Snacks & Branded Foods,Mcvities,2024-01-19,1,165.0,165.0
T0000049,C03006,Sixer Biscuits - Salted,Snacks & Branded Foods,Parle,2024-03-27,2,60.0,120.0
T0000050,C03006,Icing Sugar,Snacks & Branded Foods,Weikfield,2024-05-18,1,30.0,30.0
T0000051,C03006,Khatta Meetha Poha,Snacks & Branded Foods,MTR,2024-02-19,1,50.4,50.4
T0000052,C03006,Hara Bhara Kebab,Snacks & Branded Foods,ITC Master Chef,2024-04-28,1,130.0,130.0
T0000053,C03006,Choco Delite Bar,Snacks & Branded Foods,RiteBite Max Protein,2024-02-13,2,420.0,840.0
T0000054,C03006,Rolled Oats - Gluten Free + Gluten Free - Steel Cut Oats (each 500 g),Snacks & Branded Foods,True Elements,2024-05-09,1,352.0,352.0
T0000055,C03006,Whole Wheat Khakhra - Chilly Kothmir,Snacks & Branded Foods,Tasties,2024-03-30,1,65.0,65.0
T0000056,C03006,Gulab Jamun,Snacks & Branded Foods,Haldirams ,2024-03-16,3,195.0,585.0
T0000057,C03006,Honey - Kashmir,Snacks & Branded Foods,Organic Nation,2024-01-10,2,200.0,400.0
T0000058,C03006,Laban,Snacks & Branded Foods,MTR FOODS,2024-04-17,2,30.0,60.0
T0000059,C03006,Gold Finger - Colour,Snacks & Branded Foods,Iyers ,2024-03-19,1,55.0,55.0
T0000060,C03006,Milano Choco Chip Cookies,Snacks & Branded Foods,Parle,2024-04-10,1,20.1,20.1
T0000061,C03006,Masala - Parupu Podi,Snacks & Branded Foods,MTR,2024-02-17,2,100.0,200.0
T0000062,C03007,Malabar Parota,Snacks & Branded Foods,iD Fresho,2024-02-02,1,106.0,106.0
T0000063,C03007,"Idly Dosa Batter, 1 Kg + Whole Wheat Parota, 350 g",Snacks & Branded Foods,iD Fresho,2024-03-27,1,118.89,118.89
T0000064,C03007,Ompudi,Snacks & Branded Foods,BGR,2024-03-05,1,55.0,55.0
T0000065,C03007,Idly Dosa Batter,Snacks & Branded Foods,iD Fresho,2024-02-02,1,71.25,71.25
T0000066,C03007,"Idly Dosa Batter, 1 Kg + Whole Wheat Parota, 350 g",Snacks & Branded Foods,iD Fresho,2024-03-17,1,118.89,118.89
T0000067,C03007,Chilli Banana Chips,Snacks & Branded Foods,BGR,2024-04-16,2,70.0,140.0
T0000068,C03007,Idly Dosa Batter,Snacks & Branded Foods,iD Fresho,2024-03-14,1,71.25,71.25
T0000069,C03007,"Idly Dosa Batter, 1 Kg + Whole Wheat Parota, 350 g",Snacks & Branded Foods,iD Fresho,2024-05-03,2,118.89,237.78
T0000070,C03007,Namkeen - Special Mixture,Snacks & Branded Foods,BGR,2024-04-05,1,55.0,55.0
T0000071,C03007,"Idly Dosa Batter, 1 Kg + Whole Wheat Parota, 350 g",Snacks & Branded Foods,iD Fresho,2024-05-08,1,118.89,118.89
T0000072,C03008,Protein Rich Multi Dal Chilla Mix,Snacks & Branded Foods,Tata Sampann,2024-05-11,1,70.0,70.0
T0000073,C03008,Steel Cut Oats,Snacks & Branded Foods,NUTRIWISH,2024-01-21,2,650.0,1300.0
T0000074,C03008,Namkeen - Ompudi,Snacks & Branded Foods,Sanjay ,2024-02-16,3,55.0,165.0
T0000075,C03008,Rye Flour,Snacks & Branded Foods,NUTRIWISH,2024-05-04,1,250.0,250.0
T0000076,C03009,"Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Timios,2024-02-29,1,20.0,20.0
T0000077,C03009,Essence - Rasberry,Snacks & Branded Foods,Viola,2024-01-12,3,50.0,150.0
T0000078,C03009,"Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Timios,2024-05-22,1,20.0,20.0
T0000079,C03009,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Timios,2024-04-11,1,31.5,31.5
T0000080,C03009,"Energy Bars - Berry, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Timios,2024-06-19,1,700.0,700.0
T0000081,C03009,"Snacks - Stars, Banana & Honey, 2+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Timios,2024-05-06,1,20.0,20.0
T0000082,C03009,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Timios,2024-03-24,2,31.5,63.0
T0000083,C03010,Dark Chocolate Cereal,Snacks & Branded Foods,Munchilicious Granola ,2024-04-25,1,600.0,600.0
T0000084,C03010,Garlic Treat,Snacks & Branded Foods,FruitTreat,2024-02-09,1,90.0,90.0
T0000085,C03010,Flavored Center Chocolate - Pomegranate,Snacks & Branded Foods,Brookside,2024-04-09,1,153.62,153.62
T0000086,C03010,Flavored Center Chocolate - Raspberry & Goji,Snacks & Branded Foods,Brookside,2024-04-18,1,153.62,153.62
T0000087,C03010,Jack Fruit Treat,Snacks & Branded Foods,FruitTreat,2024-04-26,1,30.0,30.0
T0000088,C03010,Millet Muesli - Chocolate & Cranberry,Snacks & Branded Foods,Soulfull,2024-05-16,1,399.0,399.0
T0000089,C03010,Jack Fruit Treat,Snacks & Branded Foods,FruitTreat,2024-01-09,3,90.0,270.0
T0000090,C03010,Banana Treat,Snacks & Branded Foods,FruitTreat,2024-01-05,2,30.0,60.0
T0000091,C03010,Sweet Potato Masala,Snacks & Branded Foods,FruitTreat,2024-05-31,1,70.0,70.0
T0000092,C03010,Chikku/Sapota Treat,Snacks & Branded Foods,FruitTreat,2024-05-14,1,70.0,70.0
T0000093,C03010,Garlic Treat,Snacks & Branded Foods,FruitTreat,2024-06-12,1,90.0,90.0
T0000094,C03010,Overnight Oats - Banana Chocolate,Snacks & Branded Foods,OGMO,2024-05-07,1,70.0,70.0
T0000095,C03011,Organic Idly Podi - Flaxseed,Snacks & Branded Foods,Aaha Oho,2024-03-07,1,80.0,80.0
T0000096,C03011,Organic Kesari Bath - Little Millet,Snacks & Branded Foods,Aaha Oho,2024-05-03,3,125.0,375.0
T0000097,C03011,Organic Kanchipuram Idly Mix,Snacks & Branded Foods,Aaha Oho,2024-03-14,1,175.0,175.0
T0000098,C03011,Essence - Almond,Snacks & Branded Foods,Viola,2024-04-25,1,50.0,50.0
T0000099,C03011,Organic Rice Mix - Coconut,Snacks & Branded Foods,Aaha Oho,2024-05-27,1,70.0,70.0
T0000100,C03011,Essence - Rose,Snacks & Branded Foods,Viola,2024-03-07,1,50.0,50.0
T0000101,C03011,Organic Rice Mix - Horsegram,Snacks & Branded Foods,Aaha Oho,2024-03-27,1,70.0,70.0
T0000102,C03011,Chutney - Kashmiri Bichhua-Mango,Snacks & Branded Foods,Bhuira,2024-01-18,3,299.0,897.0
T0000103,C03011,Tomato Ketchup - Original Blend,Snacks & Branded Foods,Del Monte,2024-01-27,1,80.0,80.0
T0000104,C03012,Suryakala,Snacks & Branded Foods,Sangam Sweets,2024-04-16,2,320.0,640.0
T0000105,C03012,Gulab Jamun,Snacks & Branded Foods,MTR,2024-02-25,1,120.0,120.0
T0000106,C03012,Classic Milk Chocolate Candy,Snacks & Branded Foods,Nestle ,2024-03-11,1,16.0,16.0
T0000107,C03012,Portion Controlled Single Serve Granola Cups,Snacks & Branded Foods,On The Run,2024-04-28,1,60.0,60.0
T0000108,C03012,Instant Creamy Cup-a-Soup - Tomato,Snacks & Branded Foods,Keya,2024-01-04,2,15.0,30.0
T0000109,C03012,Biscuits - Marie,Snacks & Branded Foods,Bisk Farm,2024-02-15,1,35.0,35.0
T0000110,C03012,"Chips - Banana, Pepper",Snacks & Branded Foods,Sanjay ,2024-03-17,3,75.0,225.0
T0000111,C03012,Acacia Honey - 100 % Pure Acacia Honey,Snacks & Branded Foods,NUTRIWISH,2024-06-20,1,1050.0,1050.0
T0000112,C03012,Choco Pie - With Rich Cocoa,Snacks & Branded Foods,Lotte,2024-06-08,1,145.0,145.0
T0000113,C03012,Chips - Cheese & Jalapeno,Snacks & Branded Foods,RiteBite Max Protein,2024-01-25,1,120.0,120.0
T0000114,C03012,Chocos Moon & Stars,Snacks & Branded Foods,Kelloggs,2024-02-08,1,310.0,310.0
T0000115,C03013,Schezwan Dipping Chutney,Snacks & Branded Foods,Spice Story,2024-02-21,1,64.0,64.0
T0000116,C03013,Vindaloo Sauce,Snacks & Branded Foods,Fazlani Foods,2024-05-23,1,99.0,99.0
T0000117,C03013,Nachoz - Sizzling Peri Peri,Snacks & Branded Foods,ACT II,2024-05-24,1,63.0,63.0
T0000118,C03013,Taco Shells,Snacks & Branded Foods,Dip,2024-05-19,1,100.0,100.0
T0000119,C03013,Ready To Eat - Palak Paneer,Snacks & Branded Foods,Fazlani Foods,2024-05-06,1,99.0,99.0
T0000120,C03013,Red Chilli Sauce,Snacks & Branded Foods,Ching'S Secret,2024-03-06,1,84.0,84.0
T0000121,C03013,Peanut Ball,Snacks & Branded Foods,Ela,2024-04-03,1,50.0,50.0
T0000122,C03013,Chips - Desi Masala Tadka,Snacks & Branded Foods,Pringles,2024-06-26,1,91.08,91.08
T0000123,C03013,FunFoods Eggless Bake Mix 11 Cakes,Snacks & Branded Foods,Dr. Oetker,2024-02-07,1,125.0,125.0
T0000124,C03013,"Spring Rolls Sheets - 8""x 8""",Snacks & Branded Foods,Switz,2024-02-08,1,80.0,80.0
T0000125,C03013,Dark Fantasy - Choco Fills,Snacks & Branded Foods,Sunfeast,2024-04-27,1,210.87,210.87
T0000126,C03013,Popped Potato Chips - Herby Sour Cream flavour,Snacks & Branded Foods,WhyFryy,2024-02-20,1,40.0,40.0
T0000127,C03013,Mayonnaise - Burger,Snacks & Branded Foods,Veeba,2024-04-14,1,69.0,69.0
T0000128,C03013,Sesame Chikki,Snacks & Branded Foods,Paper Boat,2024-03-05,2,300.0,600.0
T0000129,C03013,Ready to Cook & Serve - Masti Dahi Tikki,Snacks & Branded Foods,Amul Happy Treats,2024-02-17,2,120.0,240.0
T0000130,C03013,Breakfast Mix - Kodo Millet Rava Dosa,Snacks & Branded Foods,GoodDiet,2024-03-25,1,59.0,59.0
T0000131,C03013,Marmalade - Orange,Snacks & Branded Foods,Morton,2024-02-19,1,64.0,64.0
T0000132,C03013,Whole Wheat Khakhra - Chatpata Special,Snacks & Branded Foods,Tasties,2024-04-25,1,65.0,65.0
T0000133,C03013,Protein Rich Nutrition Bar - Chocolate,Snacks & Branded Foods,Fit  ,2024-06-17,1,450.0,450.0
T0000134,C03014,Instant China Grass- Badam Pista,Snacks & Branded Foods,Blue Bird,2024-06-28,1,50.0,50.0
T0000135,C03014,Sugar - Castor,Snacks & Branded Foods,Blue Bird,2024-01-03,1,65.0,65.0
T0000136,C03014,Caster Sugar,Snacks & Branded Foods,Blue Bird,2024-06-09,1,85.0,85.0
T0000137,C03014,Butter Mururkku,Snacks & Branded Foods,Rusingo,2024-02-19,2,120.0,240.0
T0000138,C03014,Custard Powder - Pineapple,Snacks & Branded Foods,Blue Bird,2024-03-23,1,40.0,40.0
T0000139,C03014,Tender Mango Pickle,Snacks & Branded Foods,Rusingo,2024-03-30,1,380.0,380.0
T0000140,C03014,Lemon Pickle,Snacks & Branded Foods,Rusingo,2024-01-27,2,130.0,260.0
T0000141,C03014,Custard Powder - Pineapple,Snacks & Branded Foods,Blue Bird,2024-06-27,1,40.0,40.0
T0000142,C03014,Instant China Grass- Badam Pista,Snacks & Branded Foods,Blue Bird,2024-03-09,2,50.0,100.0
T0000143,C03014,Grated Mango Pickle,Snacks & Branded Foods,Rusingo,2024-05-15,1,150.0,150.0
T0000144,C03014,Tomato Rice Papad,Snacks & Branded Foods,Rusingo,2024-06-02,1,110.0,110.0
T0000145,C03014,Custard Powder - Pineapple,Snacks & Branded Foods,Blue Bird,2024-04-22,1,40.0,40.0
T0000146,C03014,Cut Mango Pickle,Snacks & Branded Foods,Rusingo,2024-03-19,2,150.0,300.0
T0000147,C03015,Mini Samosa - Cheese Pizza,Snacks & Branded Foods,McCain,2024-05-29,1,120.0,120.0
T0000148,C03015,French - Fries,Snacks & Branded Foods,McCain,2024-06-22,1,228.0,228.0
T0000149,C03015,Smiles Crispy - Happy Potatoes,Snacks & Branded Foods,McCain,2024-04-13,1,259.25,259.25
T0000150,C03015,Potato Bites - Chilli Garlic,Snacks & Branded Foods,McCain,2024-05-03,1,49.0,49.0
T0000151,C03015,Masala - Fries,Snacks & Branded Foods,McCain,2024-04-30,1,103.5,103.5
T0000152,C03015,Potato Bites - Chilli Garlic,Snacks & Branded Foods,McCain,2024-04-27,1,49.0,49.0
T0000153,C03015,Masala - Fries,Snacks & Branded Foods,McCain,2024-04-08,1,103.5,103.5
T0000154,C03016,Millet Muesli - Crunchy,Snacks & Branded Foods,Soulfull,2024-05-22,1,449.0,449.0
T0000155,C03016,Celebration Gift Box : Assorted Chocolate Cookies,Snacks & Branded Foods,Open Secret,2024-03-05,2,285.0,570.0
T0000156,C03016,Breakfast Mix - Oats Idli,Snacks & Branded Foods,MTR,2024-05-29,1,145.0,145.0
T0000157,C03016,Protein Muesli - Chocolate Flavoured,Snacks & Branded Foods,Bagrrys,2024-06-20,1,399.0,399.0
T0000158,C03016,Breakfast Mix - Rice Idli,Snacks & Branded Foods,MTR,2024-02-21,3,115.0,345.0
T0000159,C03016,Cocoa,Snacks & Branded Foods,Weikfield,2024-02-08,1,153.0,153.0
T0000160,C03016,"Millet Muesli - Fruit, Nuts & Seeds",Snacks & Branded Foods,Soulfull,2024-03-19,2,399.0,798.0
T0000161,C03016,Potato Finger Salt,Snacks & Branded Foods,A-1 Chips,2024-04-05,3,50.0,150.0
T0000162,C03016,Minute Meals - Chana Masala & Basmati Rice Combo,Snacks & Branded Foods,MTR,2024-03-14,1,112.5,112.5
T0000163,C03017,Potato Chips - Tomato,Snacks & Branded Foods,Bingo,2024-02-03,1,51.0,51.0
T0000164,C03017,Potato Chips Original Style - Salt Sprinkled,Snacks & Branded Foods,Bingo,2024-03-18,1,54.0,54.0
T0000165,C03017,Pickle - Mango Thokku,Snacks & Branded Foods,Ruchi,2024-04-21,1,90.0,90.0
T0000166,C03017,Essence - Strawberry,Snacks & Branded Foods,Viola,2024-06-26,1,50.0,50.0
T0000167,C03017,Bourbon Chocolate Cream Biscuits,Snacks & Branded Foods,Britannia,2024-06-03,1,80.0,80.0
T0000168,C03018,Pineapple Candy,Snacks & Branded Foods,SDA CANDYS,2024-01-16,2,40.0,80.0
T0000169,C03018,Spicy Jackfruit Pickle,Snacks & Branded Foods,Graminway,2024-06-03,1,139.0,139.0
T0000170,C03018,Polo Candy,Snacks & Branded Foods,SDA CANDYS,2024-01-30,1,35.0,35.0
T0000171,C03018,Gluten Free Jowar Upma Mix,Snacks & Branded Foods,Graminway,2024-06-08,1,170.0,170.0
T0000172,C03018,"Tomato Makhani & Korma Masala Ready to Eat All Purpose Gravy, 200 g",Snacks & Branded Foods,ITC Master Chef,2024-06-06,1,180.5,180.5
T0000173,C03018,Pineapple Candy,Snacks & Branded Foods,SDA CANDYS,2024-06-09,1,40.0,40.0
T0000174,C03018,Crispy French Fries,Snacks & Branded Foods,ITC Master Chef,2024-06-15,1,90.25,90.25
T0000175,C03018,Jamnagar Chunda Achar,Snacks & Branded Foods,Graminway,2024-04-06,3,159.0,477.0
T0000176,C03019,Choco Delite Bar,Snacks & Branded Foods,RiteBite Max Protein,2024-03-15,1,35.0,35.0
T0000177,C03019,Nachoz - Tomato,Snacks & Branded Foods,ACT II,2024-02-07,2,70.0,140.0
T0000178,C03019,Pickle - Lime (South Indian Style),Snacks & Branded Foods,Mother's Recipe,2024-05-08,2,87.0,174.0
T0000179,C03019,Active Assorted Bars,Snacks & Branded Foods,Ritebite,2024-03-14,1,590.75,590.75
T0000180,C03019,Dark Fantasy - Choco Creme Biscuits,Snacks & Branded Foods,Sunfeast,2024-06-12,1,54.15,54.15
T0000181,C03019,Bhakhri Baked Mathri - Methi,Snacks & Branded Foods,Tasties,2024-02-26,1,110.0,110.0
T0000182,C03019,Sauce - Dark Soy 200G+Green Chilly 190G+Red Chilli 200G+Hakka Noodles Veg 150Gx2,Snacks & Branded Foods,Chings,2024-03-19,2,190.32,380.64
T0000183,C03019,Sugar Free Cashew Cookies,Snacks & Branded Foods,Unibic,2024-02-19,1,40.0,40.0
T0000184,C03019,Roasted Peanuts - Classic Salted,Snacks & Branded Foods,Jabsons,2024-06-03,1,70.0,70.0
T0000185,C03020,Cup Noodles - Mazedar Masala,Snacks & Branded Foods,Nissin,2024-06-07,1,30.0,30.0
T0000186,C03020,Cup Noodles - Spiced Chicken,Snacks & Branded Foods,Nissin,2024-01-18,1,40.0,40.0
T0000187,C03020,Aloo Paratha,Snacks & Branded Foods,GOELD,2024-01-07,2,60.0,120.0
T0000188,C03020,Cup Noodles - Italiano,Snacks & Branded Foods,Nissin,2024-03-30,1,50.0,50.0
T0000189,C03020,Cheeseful Naan,Snacks & Branded Foods,GOELD,2024-03-16,2,67.5,135.0
T0000190,C03020,Mac & Cheese Pops,Snacks & Branded Foods,GOELD,2024-02-21,1,75.0,75.0
T0000191,C03020,Mix - Semiya Payasam,Snacks & Branded Foods,Aachi,2024-01-14,3,75.0,225.0
T0000192,C03020,Veg Seekh Kebab,Snacks & Branded Foods,GOELD,2024-04-02,2,67.5,135.0
T0000193,C03020,Dark Fantasy - Choco Creme Biscuits,Snacks & Branded Foods,Sunfeast,2024-01-03,3,54.15,162.45
T0000194,C03021,Nutricrunch Classic Digestive Cookies,Snacks & Branded Foods,Parle Platina,2024-04-05,3,120.0,360.0
T0000195,C03021,Hakka Noodles - Tomato,Snacks & Branded Foods,Desi,2024-03-03,1,70.0,70.0
T0000196,C03022,Potato Chips - Fusion Chutney,Snacks & Branded Foods,Pringles,2024-06-06,1,91.08,91.08
T0000197,C03022,Soya Chunks,Snacks & Branded Foods,Kwality,2024-01-01,1,50.0,50.0
T0000198,C03022,Choco Fills,Snacks & Branded Foods,Kwality,2024-06-01,2,169.0,338.0
T0000199,C03022,Strawberry fills,Snacks & Branded Foods,Kwality,2024-02-10,1,169.0,169.0
T0000200,C03022,Cranberry Dark Chocolate Bar,Snacks & Branded Foods,Cadbury Bournville,2024-05-22,2,160.0,320.0
T0000201,C03022,Pickle - Organic Green Chilly (Pure Mustard Oil & Spices),Snacks & Branded Foods,Organic Nation,2024-01-22,1,95.0,95.0
T0000202,C03022,Mysore Pak Prem,Snacks & Branded Foods,Lal,2024-03-07,1,120.0,120.0
T0000203,C03023,Noodles - Saucy Masala,Snacks & Branded Foods,Sunfeast YiPPee!,2024-05-09,3,42.75,128.25
T0000204,C03023,Fryums - Onion Rings,Snacks & Branded Foods,Balaji foods,2024-02-21,1,35.0,35.0
T0000205,C03023,Heat to Eat - Spicy Vegetable Biryani,Snacks & Branded Foods,TATA Q,2024-03-11,2,49.5,99.0
T0000206,C03023,Power Up Atta Noodles,Snacks & Branded Foods,Sunfeast YiPPee!,2024-02-23,1,77.4,77.4
T0000207,C03023,Heat to Eat - Spicy Chicken Bites,Snacks & Branded Foods,TATA Q,2024-03-09,1,74.5,74.5
T0000208,C03023,Noodles Magic Masala,Snacks & Branded Foods,Sunfeast YiPPee!,2024-02-16,1,129.6,129.6
T0000209,C03023,"Chips - Potato, Masala",Snacks & Branded Foods,Sanjay ,2024-01-01,3,45.0,135.0
T0000210,C03023,Heat to Eat - Hot & Spicy Schezwan Noodles with Veggies,Snacks & Branded Foods,TATA Q,2024-03-23,3,49.5,148.5
T0000211,C03023,Papad - Green Chilly,Snacks & Branded Foods,Saravanas,2024-01-06,1,45.0,45.0
T0000212,C03023,Gluten Free Instant Oats,Snacks & Branded Foods,Nutriorg,2024-06-27,1,560.5,560.5
T0000213,C03023,Popped Potato Chips - Cream Onion Divin,Snacks & Branded Foods,Tagz,2024-04-25,1,50.0,50.0
T0000214,C03024,Veg Chaap,Snacks & Branded Foods,Delishh,2024-06-21,1,149.0,149.0
T0000215,C03024,Veg Chaap,Snacks & Branded Foods,Delishh,2024-05-07,3,149.0,447.0
T0000216,C03024,Chicken - Meatball,Snacks & Branded Foods,Meatzza,2024-05-02,1,330.0,330.0
T0000217,C03024,Veg Chaap,Snacks & Branded Foods,Delishh,2024-03-23,1,149.0,149.0
T0000218,C03024,Chicken - Meatball,Snacks & Branded Foods,Meatzza,2024-02-08,1,330.0,330.0
T0000219,C03024,Veg Chaap,Snacks & Branded Foods,Delishh,2024-04-27,1,149.0,149.0
T0000220,C03024,Veg Chaap,Snacks & Branded Foods,Delishh,2024-02-05,3,149.0,447.0
T0000221,C03024,Veg Chaap,Snacks & Branded Foods,Delishh,2024-05-28,1,149.0,149.0
T0000222,C03025,Coconut Cookies,Snacks & Branded Foods,Tasties,2024-06-19,1,80.67,80.67
T0000223,C03025,Namkeen - Ratlami Sev,Snacks & Branded Foods,Haldirams ,2024-05-28,2,30.0,60.0
T0000224,C03025,Papad - Sabudana,Snacks & Branded Foods,Mother's Recipe,2024-03-28,1,87.0,87.0
T0000225,C03025,Toffee - Kismi,Snacks & Branded Foods,Parle,2024-01-31,1,50.0,50.0
T0000226,C03025,Cake Mix - Choco Fudge Rich Chocolate,Snacks & Branded Foods,Betty Crocker,2024-04-03,1,250.75,250.75
