customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C16500,5,14,2262.25,5,4,4,544
C16501,22,5,647.61,2,2,2,222
C16502,10,22,3350.93,4,5,5,455
C16503,6,21,2746.9,5,5,4,554
C16504,22,6,794.0,2,2,2,222
C16505,27,3,436.5,2,1,1,211
C16506,4,23,4130.52,5,5,5,555
C16507,66,2,46.0,1,1,1,111
C16508,68,3,653.0,1,1,2,112
C16509,21,23,5110.9,3,5,5,355
C16510,36,8,948.0,2,3,2,232
C16511,4,17,2257.49,5,5,4,554
C16512,2,19,6914.12,5,5,5,555
C16513,5,13,1650.0,5,4,3,543
C16514,24,6,1068.32,2,2,3,223
C16515,64,13,2719.64,1,4,4,144
C16516,13,5,725.51,3,2,2,322
C16517,2,18,3870.41,5,5,5,555
C16518,133,2,99.0,1,1,1,111
C16519,25,5,776.1,2,2,2,222
C16520,2,20,6572.15,5,5,5,555
C16521,6,9,1355.25,5,3,3,533
C16522,7,4,448.0,4,1,1,411
C16523,90,2,205.52,1,1,1,111
C16524,136,1,20.0,1,1,1,111
C16525,23,11,3192.0,2,4,5,245
C16526,11,18,2535.5,4,5,4,454
C16527,22,7,1174.0,2,3,3,233
C16528,25,12,2127.04,2,4,4,244
C16529,9,11,3091.5,4,4,5,445
C16530,122,3,478.68,1,1,1,111
C16531,14,2,838.0,3,1,2,312
C16532,47,2,485.0,1,1,1,111
C16533,21,8,1057.7,3,3,3,333
C16534,19,4,1587.0,3,1,3,313
C16535,7,19,4205.61,4,5,5,455
C16536,67,2,350.0,1,1,1,111
C16537,11,4,892.1500000000001,4,1,2,412
C16538,38,5,678.46,2,2,2,222
C16539,2,10,1729.8700000000001,5,4,4,544
C16540,59,3,1128.0,1,1,3,113
C16541,31,8,1310.3600000000001,2,3,3,233
C16542,50,3,1195.3,1,1,3,113
C16543,3,14,2151.23,5,4,4,544
C16544,30,13,1846.55,2,4,4,244
C16545,6,17,2728.61,5,5,4,554
C16546,20,4,2019.1999999999998,3,1,4,314
C16547,9,8,939.0,4,3,2,432
C16548,24,13,2099.0,2,4,4,244
C16549,6,18,2408.38,5,5,4,554
C16550,6,5,757.0,5,2,2,522
C16551,42,3,556.88,2,1,2,212
C16552,40,2,278.0,2,1,1,211
C16553,82,6,929.0,1,2,2,122
C16554,10,13,1712.85,4,4,3,443
C16555,22,12,2125.4,2,4,4,244
C16556,14,9,1715.0,3,3,3,333
C16557,70,4,792.2,1,1,2,112
