transaction_id,customer_id,product_id,category,brand,date,quantity,unit_price,total_price
T0000001,C01500,Refined Oil - Sunflower,"Foodgrains, Oil & Masala",Mr. Gold,2024-05-04,3,171.0,513.0
T0000002,C01500,Filtered Oil - Groundnut,"Foodgrains, Oil & Masala",Mr. Gold,2024-02-05,1,189.0,189.0
T0000003,C01500,Premium Natural Jaggery/Bella PDR,"Foodgrains, Oil & Masala",Farmers Family,2024-05-18,1,95.0,95.0
T0000004,C01500,Refined Oil - Sunflower,"Foodgrains, Oil & Masala",Mr. Gold,2024-05-30,1,171.0,171.0
T0000005,C01501,Piri Piri Mix,"Foodgrains, Oil & Masala",Snapin,2024-03-25,1,79.0,79.0
T0000006,C01501,Organic - Ragi Flour/Ragi Hittu,"Foodgrains, Oil & Masala",Turn Organic ,2024-04-18,1,49.5,49.5
T0000007,C01501,Organic - Dry Ginger Powder,"Foodgrains, Oil & Masala",Turn Organic ,2024-04-09,3,95.0,285.0
T0000008,C01501,Organic - Sugar/Sakkare Brown,"Foodgrains, Oil & Masala",Turn Organic ,2024-05-07,1,142.0,142.0
T0000009,C01501,Dhara  Oil - Groundnut 5L + Madhur Sugar - Refined 1Kg,"Foodgrains, Oil & Masala",bb Combo,2024-05-11,3,1123.0,3369.0
T0000010,C01501,Organic Flour - Besan/Kadale Hittu,"Foodgrains, Oil & Masala",24 Mantra,2024-03-29,1,81.7,81.7
T0000011,C01501,Boiled Rice/Beyisida Akki - Rajabogham,"Foodgrains, Oil & Masala",bb Royal,2024-06-25,1,1442.0,1442.0
T0000012,C01501,Heart Oil - Vegetable,"Foodgrains, Oil & Masala",Sundrop,2024-01-29,1,599.0,599.0
T0000013,C01501,Masala - Punjabi Cholle,"Foodgrains, Oil & Masala",Roopak,2024-05-15,1,140.0,140.0
T0000014,C01501,Organic - Sugar/Sakkare White,"Foodgrains, Oil & Masala",Turn Organic ,2024-03-31,3,112.5,337.5
T0000015,C01501,"Organic Kadha Kwath/Kasaya - Sugar Free, Immunity Booster","Foodgrains, Oil & Masala",Turn Organic ,2024-01-24,1,199.0,199.0
T0000016,C01501,BBPopular Almond/Badam Californian 500gm + BBRoyal Green Tea Lemon & Honey 25pcs,"Foodgrains, Oil & Masala",bb Combo,2024-05-07,2,443.0,886.0
T0000017,C01502,Black Seeds,"Foodgrains, Oil & Masala",Grocery Farm,2024-05-28,1,99.0,99.0
T0000018,C01502,Cashew/Godambi - Broken,"Foodgrains, Oil & Masala",bb Royal,2024-03-30,3,189.0,567.0
T0000019,C01502,Cherumani (White Rice/Akki),"Foodgrains, Oil & Masala",Double Horse,2024-02-17,1,305.0,305.0
T0000020,C01502,Ghee/Tuppa,"Foodgrains, Oil & Masala",Amul,2024-03-11,1,255.0,255.0
T0000021,C01502,Powder - Sabji Masala (Curry Powder),"Foodgrains, Oil & Masala",JK,2024-01-08,1,28.0,28.0
T0000022,C01502,Fortified Mustard Oil,"Foodgrains, Oil & Masala",Patanjali,2024-02-28,1,950.0,950.0
T0000023,C01502,Organic Chana Dal,"Foodgrains, Oil & Masala",Organic Tattva,2024-06-15,1,180.5,180.5
T0000024,C01502,"Chilli - Guntur, Stemless","Foodgrains, Oil & Masala",bb Royal,2024-06-09,1,84.0,84.0
T0000025,C01502,Wheat Suji,"Foodgrains, Oil & Masala",Natureland Organics,2024-05-11,1,54.0,54.0
T0000026,C01502,Panchrangi Dal,"Foodgrains, Oil & Masala",Natureland Organics,2024-02-02,1,107.0,107.0
T0000027,C01502,Cow Ghee/Tuppa,"Foodgrains, Oil & Masala",Himalayan Natives,2024-05-21,3,432.0,1296.0
T0000028,C01502,Xpert Pro Immunity,"Foodgrains, Oil & Masala",Fortune ,2024-04-20,1,922.0,922.0
T0000029,C01502,Tamil Ponni Boiled Rice,"Foodgrains, Oil & Masala",bb Royal,2024-06-29,1,550.0,550.0
T0000030,C01502,Organic - Broken Rice/Akki,"Foodgrains, Oil & Masala",bb Royal,2024-06-14,3,50.0,150.0
T0000031,C01502,Magic Masala Grinder,"Foodgrains, Oil & Masala",Catch,2024-06-25,1,118.15,118.15
T0000032,C01502,Besan/Kadale Hittu - Pesticide Free,"Foodgrains, Oil & Masala",Safe Harvest,2024-05-29,1,70.31,70.31
T0000033,C01502,Channa Masala,"Foodgrains, Oil & Masala",bb Royal,2024-01-29,1,21.0,21.0
T0000034,C01503,Asafoetida Powder,"Foodgrains, Oil & Masala",G.D ,2024-02-15,1,160.0,160.0
T0000035,C01503,Jaggery/Bella - Candy,"Foodgrains, Oil & Masala",Rampura,2024-03-24,1,95.0,95.0
T0000036,C01503,Abjosh / Munakka,"Foodgrains, Oil & Masala",bb Royal,2024-03-12,1,175.0,175.0
T0000037,C01503,Jaya Rice,"Foodgrains, Oil & Masala",Nirmal,2024-01-22,2,570.0,1140.0
T0000038,C01503,Himalayan Pink Salt/Uppu Granules,"Foodgrains, Oil & Masala",NUTRIWISH,2024-06-15,2,250.0,500.0
T0000039,C01503,Secret Schezwan Fried Rice Masala,"Foodgrains, Oil & Masala",Chings,2024-04-23,1,15.0,15.0
T0000040,C01503,Jaggery/Bella - Candy,"Foodgrains, Oil & Masala",Rampura,2024-04-29,1,95.0,95.0
T0000041,C01503,Surekha Rice,"Foodgrains, Oil & Masala",Nirmal,2024-03-26,1,303.0,303.0
T0000042,C01504,Regular Quality Iranian Saffron,"Foodgrains, Oil & Masala",Salonik,2024-05-01,2,399.0,798.0
T0000043,C01504,Iranian Saffron - Premium Quality,"Foodgrains, Oil & Masala",Salonik,2024-03-29,2,799.0,1598.0
T0000044,C01504,"Saffron - Iranian, Premium Quality","Foodgrains, Oil & Masala",Salonik,2024-01-12,2,1499.0,2998.0
T0000045,C01504,Iranian Saffron - Premium Quality,"Foodgrains, Oil & Masala",Salonik,2024-05-16,1,799.0,799.0
T0000046,C01504,Regular Quality Iranian Saffron,"Foodgrains, Oil & Masala",Salonik,2024-02-20,3,220.0,660.0
T0000047,C01504,Iranian Saffron - Premium Quality,"Foodgrains, Oil & Masala",Salonik,2024-06-10,1,799.0,799.0
T0000048,C01504,Regular Quality Iranian Saffron,"Foodgrains, Oil & Masala",Salonik,2024-04-17,1,220.0,220.0
T0000049,C01504,Regular Quality Iranian Saffron,"Foodgrains, Oil & Masala",Salonik,2024-05-20,1,220.0,220.0
T0000050,C01504,"Saffron - Iranian, Premium Quality","Foodgrains, Oil & Masala",Salonik,2024-05-18,2,1499.0,2998.0
T0000051,C01505,Mothers Recipe mix-butter-chicken 80 g Pouch,"Foodgrains, Oil & Masala",Mothers Recipe,2024-01-17,1,45.1,45.1
T0000052,C01505,Mothers Recipe mix-butter-chicken 80 g Pouch,"Foodgrains, Oil & Masala",Mothers Recipe,2024-05-29,1,45.1,45.1
T0000053,C01505,Satyendra Sattoo,"Foodgrains, Oil & Masala",Satyendra,2024-06-07,1,120.0,120.0
T0000054,C01505,Mothers Recipe mix-vegetable-biryani 75 g Pouch,"Foodgrains, Oil & Masala",Mothers Recipe,2024-03-29,1,55.0,55.0
T0000055,C01505,Mothers Recipe mix-butter-chicken 80 g Pouch,"Foodgrains, Oil & Masala",Mothers Recipe,2024-04-14,1,45.1,45.1
T0000056,C01505,Mothers Recipe mix-chicken-moghalai 80 g Pouch,"Foodgrains, Oil & Masala",Mothers Recipe,2024-05-05,3,55.0,165.0
T0000057,C01505,Mothers Recipe mix-butter-chicken 80 g Pouch,"Foodgrains, Oil & Masala",Mothers Recipe,2024-06-15,3,45.1,135.3
T0000058,C01505,Mothers Recipe mix-chicken-moghalai 80 g Pouch,"Foodgrains, Oil & Masala",Mothers Recipe,2024-06-04,1,55.0,55.0
T0000059,C01506,Organic Brown Rice 5 Kg + Multigrain Atta 5 Kg Pouch,"Foodgrains, Oil & Masala",bb Royal,2024-06-10,1,537.0,537.0
T0000060,C01506,Organic Black Pepper/Kari Menasui,"Foodgrains, Oil & Masala",bb Royal,2024-04-12,1,129.0,129.0
T0000061,C01506,Organic Kasoori Methi,"Foodgrains, Oil & Masala",bb Royal,2024-01-10,2,24.0,48.0
T0000062,C01506,"Basmati Rice - Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 5 Kg","Foodgrains, Oil & Masala",bb Royal,2024-05-08,1,468.0,468.0
T0000063,C01506,Mothers Recipe mix-butter-chicken 80 g Pouch,"Foodgrains, Oil & Masala",Mothers Recipe,2024-02-06,1,45.1,45.1
T0000064,C01506,Pomace Olive Oil - For All Types Of Cooking,"Foodgrains, Oil & Masala",Oleev,2024-03-01,1,1504.0,1504.0
T0000065,C01506,Organic Idly Rice/Akki,"Foodgrains, Oil & Masala",MeraKisan,2024-01-14,3,133.0,399.0
T0000066,C01506,Sona Masoori Boiled Rice,"Foodgrains, Oil & Masala",bb Royal,2024-06-12,1,1174.0,1174.0
T0000067,C01506,Organic - Pumpkin Seeds/Kumbalakayi Bija,"Foodgrains, Oil & Masala",bb Royal,2024-03-23,3,375.0,1125.0
T0000068,C01507,Himalayan Pink Salt/Uppu,"Foodgrains, Oil & Masala",NUTRIWISH,2024-05-07,2,450.0,900.0
T0000069,C01507,Red Chilli Powder/Menasina Pudi - Kashmiri,"Foodgrains, Oil & Masala",Conscious Food,2024-01-22,1,114.0,114.0
T0000070,C01507,Kokum,"Foodgrains, Oil & Masala",Conscious Food,2024-04-13,1,159.0,159.0
T0000071,C01507,Jeera/Gobind Bhog Rice/Akki,"Foodgrains, Oil & Masala",Super Saver,2024-06-28,1,92.0,92.0
T0000072,C01507,Organic Food Groundnut Oil,"Foodgrains, Oil & Masala",Eco Fresh,2024-02-14,2,370.0,740.0
T0000073,C01507,Sea Salt/Uppu,"Foodgrains, Oil & Masala",Conscious Food,2024-03-19,1,39.0,39.0
T0000074,C01507,Mix - Puliogare (Tamarind Rice),"Foodgrains, Oil & Masala",Eastern,2024-05-23,1,36.08,36.08
