transaction_id,customer_id,product_id,category,brand,date,quantity,unit_price,total_price
T0000001,C19500,Spread - Seville Orange,Gourmet & World Food,La Vieja Fabrica,2024-05-04,1,340.0,340.0
T0000002,C19500,"Spread - Strawberry, Diet",Gourmet & World Food,La Vieja Fabrica,2024-02-12,3,360.0,1080.0
T0000003,C19500,Post Fruity Pebbles,Gourmet & World Food,Post,2024-01-03,1,899.0,899.0
T0000004,C19500,Great Grains Cereal - Cranberry Almond Crunch,Gourmet & World Food,Post,2024-02-04,3,899.0,2697.0
T0000005,C19500,Original - Chips Ahoy Cereal,Gourmet & World Food,Post,2024-04-20,1,925.0,925.0
T0000006,C19500,"Spread - Strawberry, Diet",Gourmet & World Food,La Vieja Fabrica,2024-01-14,1,360.0,360.0
T0000007,C19500,Spread - Blackcurrant,Gourmet & World Food,La Vieja Fabrica,2024-01-28,1,340.0,340.0
T0000008,C19500,Cereals - Great Grains,Gourmet & World Food,Post,2024-06-12,3,899.0,2697.0
T0000009,C19501,Triple Layer,Gourmet & World Food,Kodai Cheese,2024-06-25,1,212.5,212.5
T0000010,C19501,Cheddar tasty,Gourmet & World Food,Kodai Cheese,2024-01-06,2,250.0,500.0
T0000011,C19501,Litti-Paratha-Kachori Ready Mix,Gourmet & World Food,Sattuz,2024-03-22,1,350.0,350.0
T0000012,C19501,Mint Sauf Green Tea,Gourmet & World Food,Chaayos,2024-06-10,1,299.0,299.0
T0000013,C19501,Vinegar - Apple Cider Vinegar + Garcinia,Gourmet & World Food,Kapiva Ayurveda,2024-06-04,1,497.17,497.17
T0000014,C19501,Tennis Balls Gum,Gourmet & World Food,Fini,2024-06-26,2,125.0,250.0
T0000015,C19502,Preserve - Apricot,Gourmet & World Food,Mackays,2024-03-04,3,385.0,1155.0
T0000016,C19502,Peri Peri Chickpeas,Gourmet & World Food,FabBox,2024-05-07,1,180.0,180.0
T0000017,C19502,Nilgiri Black Tea - Hozo Orange Pekoe,Gourmet & World Food,Teamonk,2024-01-02,1,140.0,140.0
T0000018,C19502,Marmalade - Seville Orange,Gourmet & World Food,Mackays,2024-01-21,1,325.0,325.0
T0000019,C19502,PP Apple Golf Balls,Gourmet & World Food,Kantan,2024-05-16,2,250.0,500.0
T0000020,C19502,"Marmalade - Orange, Lemon & Ginger",Gourmet & World Food,Mackays,2024-06-11,1,325.0,325.0
T0000021,C19502,PP White Marshmallow,Gourmet & World Food,Kantan,2024-02-09,3,250.0,750.0
T0000022,C19502,PP Banana Golf Balls,Gourmet & World Food,Kantan,2024-01-29,1,250.0,250.0
T0000023,C19502,PP Strawberry Belt,Gourmet & World Food,Kantan,2024-05-16,1,30.0,30.0
T0000024,C19502,PP Strawberry Belt,Gourmet & World Food,Kantan,2024-05-15,1,30.0,30.0
T0000025,C19502,Custard Powder - Mango,Gourmet & World Food,Puramate,2024-03-10,1,40.5,40.5
T0000026,C19503,Cookies - Butter & Chocolate Chip,Gourmet & World Food,Royal Dansk,2024-01-26,1,500.0,500.0
T0000027,C19503,Electro Plus Ors Orange Drink,Gourmet & World Food,Amrutanjan Fruitnik,2024-01-17,3,35.0,105.0
T0000028,C19503,Electro Plus Ors Orange Drink,Gourmet & World Food,Amrutanjan Fruitnik,2024-05-08,2,35.0,70.0
T0000029,C19503,Cookies - Butter & Chocolate Chip,Gourmet & World Food,Royal Dansk,2024-05-24,1,500.0,500.0
T0000030,C19503,Cookies - Butter & Chocolate Chip,Gourmet & World Food,Royal Dansk,2024-06-09,1,500.0,500.0
T0000031,C19503,Cookies - Butter & Chocolate Chip,Gourmet & World Food,Royal Dansk,2024-06-29,1,500.0,500.0
T0000032,C19503,Electro Plus Ors Orange Drink,Gourmet & World Food,Amrutanjan Fruitnik,2024-06-10,1,35.0,35.0
