transaction_id,customer_id,product_id,category,brand,date,quantity,unit_price,total_price
T0000001,C12000,"Sausage - Pork, Super Bacon","Eggs, Meat & Fish",Quickee'S,2024-06-28,3,230.0,690.0
T0000002,C12000,Buffalo Mince,"Eggs, Meat & Fish",Saffa,2024-04-30,1,340.0,340.0
T0000003,C12000,Pork - Cumberland,"Eggs, Meat & Fish",Fresho Signature,2024-01-26,1,295.2,295.2
T0000004,C12000,"Pork - BBQ Premium Smoked Ham, Sliced","Eggs, Meat & Fish",Fresho Signature,2024-06-09,2,543.6,1087.2
T0000005,C12001,"Ham - Champagine Chicken, Smoked","Eggs, Meat & Fish",La Carne,2024-05-28,3,250.0,750.0
T0000006,C12001,"Pork - Pizza Pepperoni, Sliced","Eggs, Meat & Fish",Fresho Signature,2024-03-27,1,621.0,621.0
T0000007,C12001,Pork Premium Ham,"Eggs, Meat & Fish",La Carne,2024-02-11,2,275.0,550.0
T0000008,C12001,Mackerel In Oil,"Eggs, Meat & Fish",Golden Prize,2024-05-10,2,113.05,226.1
T0000009,C12001,Frozen Prawns - Small,"Eggs, Meat & Fish",Fresho,2024-04-15,2,140.0,280.0
T0000010,C12001,Fresh Catch Breaded Fish Fillets,"Eggs, Meat & Fish",Ifb,2024-03-18,2,187.0,374.0
T0000011,C12001,Chicken - Meat Loaf,"Eggs, Meat & Fish",Bon Appetit,2024-05-31,1,86.0,86.0
T0000012,C12001,Atlantic Salmon Portion Single,"Eggs, Meat & Fish",Big Sams,2024-04-21,1,825.0,825.0
T0000013,C12001,Fish Fillets - Breaded,"Eggs, Meat & Fish",Buffet ,2024-02-16,1,290.0,290.0
T0000014,C12001,Fresh Catch Breaded Fish Fillets,"Eggs, Meat & Fish",Ifb,2024-03-25,1,187.0,187.0
T0000015,C12002,"Sausage - Pork, Super Bacon","Eggs, Meat & Fish",Quickee'S,2024-02-11,1,230.0,230.0
T0000016,C12002,Chicken Zing - Hot,"Eggs, Meat & Fish",Blue Flame,2024-01-02,1,254.15,254.15
T0000017,C12002,Sausage - Pork,"Eggs, Meat & Fish",Tannys,2024-03-10,1,225.0,225.0
T0000018,C12002,Chicken - Sausages,"Eggs, Meat & Fish",Zorabian,2024-04-03,1,170.0,170.0
T0000019,C12003,Korai Fish,"Eggs, Meat & Fish",H.S. Dry Fish,2024-03-22,1,42.5,42.5
T0000020,C12003,Sausage - Pork,"Eggs, Meat & Fish",Quickee'S,2024-01-08,1,230.0,230.0
T0000021,C12003,"Bacon - US Style Rindless, Sliced","Eggs, Meat & Fish",Fresho Signature,2024-04-30,1,257.4,257.4
T0000022,C12003,Chicken Italian Shorties,"Eggs, Meat & Fish",Fresho,2024-03-26,2,197.6,395.2
T0000023,C12003,Cocktail Sausages - Chicken,"Eggs, Meat & Fish",Republic of Chicken,2024-04-19,1,292.5,292.5
T0000024,C12004,Rohu Fish (Large) - Curry Cut/Bengali Cut 1 kg + Mutton - Curry Cut 1 kg,"Eggs, Meat & Fish",Fresho,2024-02-02,1,1155.0,1155.0
T0000025,C12004,Sausage - Chicken,"Eggs, Meat & Fish",Tannys,2024-01-11,1,125.0,125.0
T0000026,C12004,Chicken - Popcorn,"Eggs, Meat & Fish",Meatzza,2024-06-14,1,285.0,285.0
T0000027,C12004,"Farm Eggs - Jumbo, Large, Antibiotic Residue-Free","Eggs, Meat & Fish",Fresho,2024-04-25,1,75.0,75.0
T0000028,C12004,Fresh Boneless Chicken Breast,"Eggs, Meat & Fish",Meatzza,2024-01-10,1,240.0,240.0
T0000029,C12004,"Salami - Chicken N Cheese, Spicy","Eggs, Meat & Fish",Zorabian,2024-03-08,2,170.0,340.0
T0000030,C12004,Eggs - Regular,"Eggs, Meat & Fish",Fresho,2024-03-20,2,83.16,166.32
T0000031,C12004,"Fresho Mutton Boneless 500 g + Kara Coconut Milk UHT Classic, Imported 200 ml","Eggs, Meat & Fish",bb Combo,2024-01-19,1,707.0,707.0
T0000032,C12004,Canned Skipjack Light Meat Tuna - Chunk In Soya Bean Oil,"Eggs, Meat & Fish",Golden Prize,2024-01-27,1,194.75,194.75
T0000033,C12004,Chicken Seekh Kabab - Lahori,"Eggs, Meat & Fish",Fresho,2024-01-08,2,264.65,529.3
T0000034,C12004,Chicken Cheese & Onion Sausage,"Eggs, Meat & Fish",Fresho,2024-02-02,1,209.0,209.0
T0000035,C12004,"White Prawns - Medium, Unpeeled, 30-40 pcs","Eggs, Meat & Fish",Fresho,2024-01-05,2,259.0,518.0
T0000036,C12004,Fresh Catch Fish Fritters,"Eggs, Meat & Fish",Ifb,2024-03-22,2,306.0,612.0
T0000037,C12005,"Pork - Pizza Pepperoni, Sliced","Eggs, Meat & Fish",Fresho Signature,2024-05-15,1,621.0,621.0
T0000038,C12005,Cocktail Sausages - Chicken,"Eggs, Meat & Fish",Republic of Chicken,2024-02-15,1,292.5,292.5
T0000039,C12005,Frozen Basa Fish - Fillets,"Eggs, Meat & Fish",Big Sams,2024-04-03,1,495.0,495.0
T0000040,C12005,Sardine In Vegetable Oil,"Eggs, Meat & Fish",Indofish,2024-05-17,1,75.0,75.0
T0000041,C12005,Frozen Basa Chunks,"Eggs, Meat & Fish",Big Sams,2024-05-07,1,220.0,220.0
T0000042,C12006,Chicken Sausage,"Eggs, Meat & Fish",Fresho,2024-04-27,1,171.6,171.6
T0000043,C12006,Chicken Cocktail Sausage,"Eggs, Meat & Fish",La Carne,2024-01-02,1,275.0,275.0
T0000044,C12006,Fresh Chicken Curry Cut Bone In,"Eggs, Meat & Fish",Meatzza,2024-05-02,2,175.0,350.0
T0000045,C12006,"Prawns - Super Large, Peeled & Deveined","Eggs, Meat & Fish",ITC Master Chef,2024-02-28,1,275.0,275.0
T0000046,C12006,Fried Strips - Chicken,"Eggs, Meat & Fish",Republic of Chicken,2024-04-26,1,198.0,198.0
T0000047,C12006,"Pork - Coppa Parma Traditional, Sliced","Eggs, Meat & Fish",Fresho Signature,2024-05-02,2,813.6,1627.2
T0000048,C12006,Fresh Boneless Chicken Breast,"Eggs, Meat & Fish",Meatzza,2024-03-09,1,240.0,240.0
T0000049,C12006,"Chicken - Momos, Spicy","Eggs, Meat & Fish",Prasuma,2024-01-06,1,295.0,295.0
T0000050,C12006,"Mackerel Fish - Large, Whole Cleaned, Preservative Free, 3-4 pcs","Eggs, Meat & Fish",Fresho,2024-03-06,1,359.0,359.0
T0000051,C12006,Frozen Salmon Skin-on Portions,"Eggs, Meat & Fish",Big Sams,2024-03-17,1,960.0,960.0
T0000052,C12006,"Prawns - Jumbo, Peeled & Deveined","Eggs, Meat & Fish",ITC Master Chef,2024-04-19,3,320.0,960.0
T0000053,C12006,Mutton Shami Kabab,"Eggs, Meat & Fish",Fresho,2024-06-12,2,212.5,425.0
T0000054,C12006,Rohu Fish (Large) - Curry Cut/Bengali Cut 1 kg + Mutton - Curry Cut 1 kg,"Eggs, Meat & Fish",Fresho,2024-06-05,1,1155.0,1155.0
T0000055,C12006,"Pork - Hungarian Salami, Sliced","Eggs, Meat & Fish",Fresho Signature,2024-05-10,1,182.4,182.4
T0000056,C12006,"Country Cage Free Eggs - Medium, Antibiotic Residue-Free","Eggs, Meat & Fish",Fresho,2024-01-15,1,99.0,99.0
T0000057,C12006,Chicken Bell Pepper Salami,"Eggs, Meat & Fish",La Carne,2024-04-12,1,150.0,150.0
T0000058,C12006,"Tuna Chunks - White Meat In Water, Salt Added","Eggs, Meat & Fish",Tasty Nibbles,2024-02-29,2,200.0,400.0
T0000059,C12006,"Mackerel Fish - Medium Whole Cleaned, Preservative Free","Eggs, Meat & Fish",Fresho,2024-03-14,1,289.0,289.0
T0000060,C12006,Chicken Chorizo Sausage,"Eggs, Meat & Fish",La Carne,2024-01-03,3,300.0,900.0
T0000061,C12006,Prawns - Pud Large,"Eggs, Meat & Fish",Seastar,2024-06-17,2,230.0,460.0
T0000062,C12007,Tuna Flakes - White Meat In Sunflower Oil,"Eggs, Meat & Fish",Tasty Nibbles,2024-06-12,1,190.0,190.0
T0000063,C12007,Tuna Chunks- White Meat In Sunflower Oil,"Eggs, Meat & Fish",Tasty Nibbles,2024-01-08,1,200.0,200.0
T0000064,C12007,Mutton Biryani Cut,"Eggs, Meat & Fish",Premier,2024-05-09,3,550.0,1650.0
T0000065,C12007,Mutton Shami Kabab,"Eggs, Meat & Fish",Fresho,2024-02-28,1,212.5,212.5
T0000066,C12007,Tuna Flakes - White Meat In Sunflower Oil,"Eggs, Meat & Fish",Tasty Nibbles,2024-02-13,1,190.0,190.0
T0000067,C12007,"Tuna Flakes - White Meat In Water, Salt Added","Eggs, Meat & Fish",Tasty Nibbles,2024-02-01,1,190.0,190.0
T0000068,C12007,"Ham - Chicken Chilli, Breast","Eggs, Meat & Fish",La Carne,2024-03-06,1,250.0,250.0
T0000069,C12007,Mutton Mince,"Eggs, Meat & Fish",Premier,2024-06-12,1,450.0,450.0
T0000070,C12007,Tuna Chunks- White Meat In Sunflower Oil,"Eggs, Meat & Fish",Tasty Nibbles,2024-03-01,1,200.0,200.0
T0000071,C12008,Frozen Basa Fish - Fillets,"Eggs, Meat & Fish",Big Sams,2024-03-22,1,495.0,495.0
T0000072,C12008,Chicken - Chilli Salami,"Eggs, Meat & Fish",Prasuma,2024-01-13,2,165.0,330.0
T0000073,C12008,Pork - Cooked Ham,"Eggs, Meat & Fish",Bon Appetit,2024-02-26,1,215.0,215.0
T0000074,C12008,"Ham - Premium Beechwood Bacon, Smoked","Eggs, Meat & Fish",La Carne,2024-05-29,1,405.0,405.0
T0000075,C12008,Canned Sardine - in Brine,"Eggs, Meat & Fish",Golden Prize,2024-02-16,1,79.0,79.0
T0000076,C12009,Dabur Hommade - Coconut Milk 200ml + ITC Master Chef Prawns - Super Large 200gm,"Eggs, Meat & Fish",bb Combo,2024-01-22,1,340.97,340.97
T0000077,C12009,"Sausage - Chicken, Cocktail","Eggs, Meat & Fish",Quickee'S,2024-06-11,1,205.0,205.0
T0000078,C12009,Imitation - Fish Popups,"Eggs, Meat & Fish",Gadre,2024-03-11,1,166.5,166.5
T0000079,C12009,Chicken Seekh Kabab - Onion,"Eggs, Meat & Fish",Fresho,2024-05-17,1,237.9,237.9
T0000080,C12009,Pepperoni - Chicken,"Eggs, Meat & Fish",Quickee'S,2024-01-25,1,325.0,325.0
T0000081,C12009,"Pork - Pizza Pepperoni, Sliced","Eggs, Meat & Fish",Fresho Signature,2024-01-07,1,621.0,621.0
T0000082,C12009,Mutton Seekh Kebab,"Eggs, Meat & Fish",La Carne,2024-03-26,1,475.0,475.0
