transaction_id,customer_id,product_id,category,brand,date,quantity,unit_price,total_price
T0000001,C15000,Baby Happy Large - 48 Diapers,Baby Care,Bella,2024-06-28,1,739.0,739.0
T0000002,C15000,Baby Happy Wet Wipes - Milk & Honey,Baby Care,Bella,2024-03-10,1,189.0,189.0
T0000003,C15000,Baby Happy Pants - Large,Baby Care,Bella,2024-04-03,1,649.0,649.0
T0000004,C15001,Advance Stage 1 Formula - 1 Up To Six Months,Baby Care,Similac,2024-03-22,3,585.0,1755.0
T0000005,C15001,Advance Stage 1 Formula - 1 Up To Six Months,Baby Care,Similac,2024-05-15,3,585.0,1755.0
T0000006,C15001,"Soapy Stories Finger Puppet Bath Book - Ocean, 6 m+",Baby Care,Munchkin,2024-03-09,1,799.0,799.0
T0000007,C15001,"Isomil Soy Infant Milk Substitute - Lactose Free, Upto 24 months",Baby Care,Similac,2024-06-26,3,530.0,1590.0
T0000008,C15001,"Smile 'n Scoop Suction Training Plate and Spoon Set - Pink, 9m+",Baby Care,Munchkin,2024-05-25,2,799.0,1598.0
T0000009,C15001,"Smile 'n Scoop Suction Training Plate and Spoon Set - Pink, 9m+",Baby Care,Munchkin,2024-03-20,2,799.0,1598.0
T0000010,C15001,"Soapy Stories Finger Puppet Bath Book - Ocean, 6 m+",Baby Care,Munchkin,2024-03-18,1,799.0,799.0
T0000011,C15001,"Smile 'n Scoop Suction Training Plate and Spoon Set - Pink, 9m+",Baby Care,Munchkin,2024-03-29,1,799.0,799.0
T0000012,C15001,"Isomil Soy Infant Milk Substitute - Lactose Free, Upto 24 months",Baby Care,Similac,2024-05-23,1,530.0,530.0
T0000013,C15001,"Soapy Stories Finger Puppet Bath Book - Space, 6 m+",Baby Care,Munchkin,2024-05-24,3,799.0,2397.0
T0000014,C15002,Natural Baby Shampoo,Baby Care,The Moms Co,2024-01-13,1,393.0,393.0
T0000015,C15002,Natural Baby Massage Oil,Baby Care,The Moms Co,2024-03-06,1,249.0,249.0
T0000016,C15002,Natural Diaper Rash Cream,Baby Care,The Moms Co,2024-03-17,1,199.0,199.0
T0000017,C15002,Natural Baby Lotion,Baby Care,The Moms Co,2024-04-19,3,225.0,675.0
T0000018,C15002,Complete Care Pregnancy Gift Box,Baby Care,The Moms Co,2024-06-12,2,1689.0,3378.0
T0000019,C15003,"Baby Oil - Soothing Massage + Baby Lotion - Sunscreen, 0-5 years (100 ml each)",Baby Care,Mamaearth,2024-06-05,1,598.0,598.0
T0000020,C15003,Breathe Easy Vapour Roll - On For Babies,Baby Care,Mamaearth,2024-01-19,1,498.0,498.0
T0000021,C15003,Berry Blast Toothpaste For Kids,Baby Care,Mamaearth,2024-04-21,1,149.0,149.0
T0000022,C15003,Deeply Nourishing Baby Wash 400 ml + Moisturizing Daily Lotion For Babies 400 ml,Baby Care,Mamaearth,2024-02-17,2,798.0,1596.0
T0000023,C15003,Laundry Detergent For Babies,Baby Care,Mamaearth,2024-06-27,1,999.0,999.0
T0000024,C15003,Moisturizing Bathing Bar For Babies,Baby Care,Mamaearth,2024-03-08,1,747.0,747.0
T0000025,C15004,Quick Electric Sterilizer - 6 Bottles,Baby Care,Morison Baby Dreams,2024-05-09,1,2399.470000000001,2399.470000000001
T0000026,C15004,Dry Pants Diapers - Medium,Baby Care,Huggies,2024-03-30,1,319.33,319.33
T0000027,C15004,Baby Laundry Detergent 300ml + Baby Accessories&Vegetable Liquid Cleanser 300ml,Baby Care,Mee Mee,2024-01-14,1,538.2,538.2
T0000028,C15004,"Baby Silicone Pacifier Step - Cat, 5-8 Months",Baby Care,Pigeon Baby,2024-02-25,1,249.0,249.0
T0000029,C15004,Dry Pants Diapers - Large,Baby Care,Huggies,2024-02-01,1,182.09,182.09
T0000030,C15004,"Mother's Plus, Vanilla",Baby Care,Horlicks,2024-04-25,1,199.0,199.0
T0000031,C15005,Perfume Body Mist For Babies Kids With Allergen Free Jasmine Fragrance For All Day Freshness,Baby Care,Mamaearth,2024-06-12,1,299.0,299.0
T0000032,C15005,"Reusable Fabric Diaper - Medium, Blue",Baby Care,Paw Paw,2024-02-07,2,269.0,538.0
T0000033,C15006,"Premium Soft Diaper Pants -  Medium, Monthly Pack",Baby Care,Huggies,2024-03-29,2,2183.09,4366.18
T0000034,C15006,"Cereal - Ragi, Rice & Mango With Milk",Baby Care,Slurrp Farm,2024-04-25,1,300.0,300.0
T0000035,C15006,Premium -1 Infant Formula,Baby Care,Dexolac,2024-01-13,2,515.0,1030.0
T0000036,C15006,Baby Powder,Baby Care,Himalaya,2024-02-26,1,320.0,320.0
T0000037,C15006,Dry Pants Diapers - Large,Baby Care,Huggies,2024-05-29,1,182.09,182.09
