customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C09000,3,8,11250.0,5,2,2,522
C09001,10,9,13190.940000000002,4,2,2,422
C09002,2,11,23248.510000000002,5,4,5,545
C09003,2,4,4247.0,5,1,1,511
C09004,2,11,20347.5,5,4,4,544
C09005,19,6,7331.78,3,1,1,311
C09006,12,10,12373.0,3,3,2,332
C09007,5,14,24219.06,5,5,5,555
C09008,43,10,15556.5,1,3,3,133
C09009,16,11,13600.0,3,4,2,342
C09010,93,7,10775.0,1,1,2,112
C09011,7,4,11556.470000000001,4,1,2,412
C09012,11,8,21595.23000000001,4,2,4,424
C09013,9,12,21435.72,4,4,4,444
C09014,25,8,20513.350000000006,2,2,4,224
C09015,28,11,14375.27,2,4,3,243
C09016,20,11,26695.23000000001,2,4,5,245
C09017,17,10,17338.410000000003,3,3,4,334
C09018,25,10,19748.0,2,3,4,234
C09019,20,9,16486.0,2,2,3,223
C09020,8,6,16792.0,4,1,3,413
C09021,7,9,19103.5,4,2,4,424
C09022,30,6,14447.350000000006,2,1,3,213
C09023,5,11,16612.84,5,4,3,543
C09024,5,11,14592.35,5,4,3,543
C09025,5,12,25078.290000000008,5,4,5,545
C09026,6,9,20501.290000000008,5,2,4,524
C09027,42,6,11595.940000000002,1,1,2,112
C09028,76,5,7412.0,1,1,1,111
C09029,11,12,17440.0,4,4,4,444
C09030,11,16,24320.620000000003,4,5,5,455
C09031,10,10,12960.0,4,3,2,432
C09032,4,13,14327.039999999999,5,5,3,553
C09033,35,13,24440.440000000002,1,5,5,155
C09034,33,9,22478.73000000001,2,2,5,225
C09035,51,6,14289.470000000001,1,1,3,113
C09036,63,6,14437.570000000002,1,1,3,113
C09037,22,9,22916.290000000008,2,2,5,225
C09038,52,9,13996.940000000002,1,2,3,123
C09039,48,4,5846.470000000001,1,1,1,111
C09040,10,12,23966.760000000002,4,4,5,445
C09041,17,11,19332.590000000004,3,4,4,344
C09042,15,8,8675.0,3,2,1,321
C09043,6,6,11345.0,5,1,2,512
C09044,3,9,17756.800000000003,5,2,4,524
C09045,43,9,15163.970000000001,1,2,3,123
C09046,18,7,13334.610000000004,3,1,2,312
C09047,19,8,14612.0,3,2,3,323
C09048,5,8,9775.0,5,2,1,521
C09049,17,7,8691.0,3,1,1,311
C09050,15,13,19844.0,3,5,4,354
C09051,22,7,9499.970000000001,2,1,1,211
C09052,6,11,13430.78,5,4,2,542
C09053,3,9,28793.640000000014,5,2,5,525
C09054,2,9,19051.480000000003,5,2,4,524
C09055,14,7,17220.500000000007,3,1,3,313
C09056,28,7,19191.47,2,1,4,214
C09057,9,9,10835.25,4,2,2,422
C09058,84,7,9069.5,1,1,1,111
C09059,26,15,21836.370000000003,2,5,4,254
C09060,42,8,15895.190000000002,1,2,3,123
C09061,9,8,12117.6,4,2,2,422
C09062,18,11,12455.0,3,4,2,342
C09063,7,11,12508.75,4,4,2,442
C09064,13,11,19680.72,3,4,4,344
C09065,7,12,19123.22,4,4,4,444
C09066,3,7,14292.940000000002,5,1,3,513
C09067,10,9,15906.410000000003,4,2,3,423
C09068,11,11,14577.380000000001,4,4,3,443
C09069,7,11,18650.0,4,4,4,444
C09070,4,5,6070.0,5,1,1,511
C09071,4,14,14445.0,5,5,3,553
C09072,6,10,18759.2,5,3,4,534
C09073,24,7,15993.940000000002,2,1,3,213
C09074,34,9,22042.940000000002,1,2,5,125
C09075,8,8,12004.940000000002,4,2,2,422
C09076,18,10,10771.0,3,3,2,332
C09077,7,9,10640.0,4,2,1,421
C09078,3,16,29669.440000000002,5,5,5,555
C09079,22,9,11613.940000000002,2,2,2,222
C09080,18,11,27820.0,3,4,5,345
C09081,10,7,9980.0,4,1,1,411
C09082,6,10,14649.3,5,3,3,533
C09083,64,4,4454.0,1,1,1,111
C09084,20,13,21387.5,2,5,4,254
C09085,3,18,23344.05,5,5,5,555
C09086,8,9,18956.290000000008,4,2,4,424
C09087,26,10,11192.35,2,3,2,232
C09088,40,13,23303.5,1,5,5,155
C09089,7,12,18311.5,4,4,4,444
C09090,12,8,14317.8,3,2,3,323
C09091,9,10,10288.0,4,3,1,431
C09092,44,13,18849.0,1,5,4,154
