customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C15000,3,3,1577.0,5,1,1,511
C15001,5,10,13620.0,5,4,5,545
C15002,19,5,4894.0,3,2,3,323
C15003,4,6,4587.0,5,2,3,523
C15004,53,6,3887.090000000001,1,2,3,123
C15005,19,2,837.0,3,1,1,311
C15006,20,10,8817.36,3,4,4,344
C15007,17,20,19988.45,3,5,5,355
C15008,25,6,1320.0,2,2,1,221
C15009,25,3,957.6899999999999,2,1,1,211
C15010,3,23,20925.030000000002,5,5,5,555
C15011,3,18,19196.09,5,5,5,555
C15012,15,4,918.0,3,1,1,311
C15013,18,8,1000.0,3,3,1,331
C15014,5,8,3204.2,5,3,3,533
C15015,67,3,468.09000000000003,1,1,1,111
C15016,6,18,23638.739999999998,5,5,5,555
C15017,121,5,3747.0,1,2,3,123
C15018,8,11,20229.29,4,4,5,445
C15019,85,2,352.71000000000004,1,1,1,111
C15020,53,12,4420.0,1,4,3,143
C15021,34,5,2717.0,2,2,2,222
C15022,14,9,11778.940000000002,3,4,5,345
C15023,3,22,11703.150000000001,5,5,5,555
C15024,33,17,7975.08,2,5,4,254
C15025,17,5,3597.0,3,2,3,323
C15026,3,8,8520.0,5,3,4,534
C15027,27,8,6483.0,2,3,4,234
C15028,2,18,15969.84,5,5,5,555
C15029,12,6,3801.0,3,2,3,323
C15030,3,30,15115.93,5,5,5,555
C15031,2,10,3586.12,5,4,3,543
C15032,67,2,1227.0,1,1,1,111
C15033,16,23,23775.98,3,5,5,355
C15034,43,7,8050.22,1,3,4,134
C15035,17,5,2296.0,3,2,2,322
C15036,17,3,2163.0,3,1,2,312
C15037,12,4,1592.0,3,1,1,311
C15038,28,7,2781.4700000000003,2,3,2,232
C15039,41,7,6627.0,2,3,4,234
C15040,3,7,4837.89,5,3,3,533
C15041,60,5,6153.0,1,2,4,124
C15042,5,6,1608.0,5,2,1,521
C15043,43,11,8996.0,1,4,4,144
C15044,76,4,2266.17,1,1,2,112
C15045,11,9,21435.0,4,4,5,445
C15046,31,3,1830.24,2,1,2,212
C15047,21,3,3455.0,3,1,3,313
C15048,8,13,5590.17,4,4,4,444
C15049,16,28,14610.5,3,5,5,355
C15050,27,5,2194.7999999999997,2,2,2,222
C15051,80,3,2011.42,1,1,2,112
C15052,8,9,5037.2,4,4,3,443
C15053,99,4,2224.09,1,1,2,112
C15054,29,22,18607.1,2,5,5,255
C15055,11,7,2298.25,4,3,2,432
C15056,17,23,10812.78,3,5,5,355
C15057,11,9,3289.0,4,4,3,443
C15058,4,5,1605.0,5,2,1,521
C15059,10,2,290.81,4,1,1,411
C15060,29,10,12698.039999999999,2,4,5,245
C15061,7,17,7297.21,4,5,4,454
C15062,67,7,3346.0,1,3,3,133
C15063,74,4,2740.6,1,1,2,112
C15064,16,8,2967.0,3,3,2,332
C15065,56,4,1077.0,1,1,1,111
C15066,23,2,547.0,2,1,1,211
C15067,9,5,3607.5,4,2,3,423
C15068,66,4,925.0,1,1,1,111
C15069,2,7,5086.0,5,3,3,533
C15070,75,2,949.0,1,1,1,111
C15071,9,7,3434.27,4,3,3,433
C15072,11,8,7118.0,4,3,4,434
C15073,54,2,3189.09,1,1,2,112
C15074,6,5,4200.0,5,2,3,523
C15075,32,4,1718.5,2,1,1,211
C15076,16,10,6400.0,3,4,4,344
C15077,19,27,15389.73,3,5,5,355
C15078,16,19,10161.15,3,5,5,355
C15079,5,26,14948.02,5,5,5,555
C15080,10,7,5018.82,4,3,3,433
C15081,26,14,6621.71,2,5,4,254
C15082,22,6,3792.0,3,2,3,323
C15083,20,7,3346.0,3,3,3,333
C15084,48,2,545.0,1,1,1,111
C15085,38,2,996.0,2,1,1,211
C15086,38,5,5335.58,2,2,4,224
C15087,56,2,472.0,1,1,1,111
C15088,2,11,4408.0,5,4,3,543
C15089,2,14,8615.02,5,5,4,554
C15090,33,3,2045.0,2,1,2,212
C15091,81,2,1908.0,1,1,2,112
C15092,31,12,12198.470000000001,2,4,5,245
C15093,15,8,2273.47,3,3,2,332
C15094,12,9,6025.470000000001,3,4,4,344
C15095,7,22,17237.13,4,5,5,455
C15096,2,7,6399.18,5,3,4,534
C15097,7,28,24866.26,4,5,5,455
C15098,74,5,5352.0,1,2,4,124
C15099,47,8,9784.82,1,3,5,135
C15100,12,8,5542.13,3,3,4,334
C15101,17,10,9193.31,3,4,4,344
C15102,78,2,474.0,1,1,1,111
C15103,12,5,986.62,3,2,1,321
C15104,55,9,4985.65,1,4,3,143
