transaction_id,customer_id,product_id,category,brand,date,quantity,unit_price,total_price
T0000001,C07500,Powder - Fenugreek,Gourmet & World Food,The Spice Club,2024-01-10,1,50.0,50.0
T0000002,C07500,Malabar Parota - Half Cooked,Snacks & Branded Foods,Asal,2024-06-25,1,70.0,70.0
T0000003,C07500,Classic Handwash,Beauty & Hygiene,Santoor,2024-03-12,1,94.05,94.05
T0000004,C07500,Juice - Guava Gush,Beverages,B Natural,2024-05-12,1,59.4,59.4
T0000005,C07500,Chapathi - Half Cooked,Snacks & Branded Foods,Asal,2024-02-13,1,30.0,30.0
T0000006,C07500,Deep Radiance Facewash With Vitamin C,Beauty & Hygiene,Charmis,2024-02-22,2,60.9,121.8
T0000007,C07500,Chapathi - Half Cooked,Snacks & Branded Foods,Asal,2024-02-09,1,30.0,30.0
T0000008,C07500,Chapathi - Half Cooked,Snacks & Branded Foods,Asal,2024-05-03,1,30.0,30.0
T0000009,C07501,Damage Repair Protein Shampoo,Beauty & Hygiene,Himalaya,2024-02-14,1,72.75,72.75
T0000010,C07501,"Milk Drink - Strawberry, Chocolate, Jaggery",Gourmet & World Food,Again,2024-03-10,1,50.0,50.0
T0000011,C07501,"Yoghurt Drink - Alphonso Mango, No sugar added, All natural",Gourmet & World Food,Again,2024-04-29,1,50.0,50.0
T0000012,C07501,Instant Soup - Hot N Sour Chicken,Snacks & Branded Foods,Keya,2024-04-26,1,60.0,60.0
T0000013,C07501,Masala - Fish,"Foodgrains, Oil & Masala",Double Horse,2024-05-21,1,50.0,50.0
T0000014,C07501,"Milk Drink - Strawberry, Chocolate, Jaggery",Gourmet & World Food,Again,2024-06-24,2,50.0,100.0
T0000015,C07501,"Yoghurt Drink - Carrot, Orange, Banana, No Sugar Added, All Natural",Gourmet & World Food,Again,2024-06-28,1,50.0,50.0
T0000016,C07501,Hydrating & Exfoliating Walnut Apricot Scrub,Beauty & Hygiene,Everyuth Naturals,2024-05-09,1,71.25,71.25
T0000017,C07502,Haldi Milk,"Bakery, Cakes & Dairy",mother dairy,2024-03-05,1,23.75,23.75
T0000018,C07502,Hair Conditioner - Damage Control,Beauty & Hygiene,Patanjali,2024-06-02,1,60.0,60.0
T0000019,C07502,Loban Premium Incense Sticks,Cleaning & Household,Arham,2024-04-04,1,25.0,25.0
T0000020,C07502,Lal Pooja Chowki Kapda,Cleaning & Household,Arham,2024-03-08,2,30.0,60.0
T0000021,C07502,Broken Rice,"Foodgrains, Oil & Masala",bb Royal,2024-05-09,3,38.0,114.0
T0000022,C07502,Sunny Zipper Economy Pouch - FG01546,Cleaning & Household,Shalimar,2024-06-22,2,63.0,126.0
T0000023,C07503,Ready to Drink Coffee Flavoured Milk - Iced Latte,"Bakery, Cakes & Dairy",Nescafe ,2024-04-27,1,45.0,45.0
T0000024,C07503,Ready to Drink Coffee Flavoured Milk - Intense Cappuccino,"Bakery, Cakes & Dairy",Nescafe ,2024-01-13,1,45.0,45.0
T0000025,C07503,No Rulz Cheese Curlz Corn Puffs,Snacks & Branded Foods,Bingo,2024-01-18,2,20.0,40.0
T0000026,C07503,Powder - Chilly (Kashmiri),"Foodgrains, Oil & Masala",Mdh,2024-06-05,1,41.0,41.0
T0000027,C07503,"Laboratory Reagent CH3, CO, CH3",Beauty & Hygiene,ACETONE,2024-06-02,1,50.0,50.0
T0000028,C07504,Namkeen - Chana Jor Garm Masala,Gourmet & World Food,Roasty Tasty,2024-03-13,1,60.0,60.0
T0000029,C07504,Mixture - Sweet N Sour,Gourmet & World Food,Roasty Tasty,2024-05-26,1,60.0,60.0
T0000030,C07504,Mixture - Sweet N Sour,Gourmet & World Food,Roasty Tasty,2024-01-26,2,60.0,120.0
T0000031,C07504,Skin Lightening Natural Fruit Bleach,Beauty & Hygiene,Olivia,2024-04-06,1,17.0,17.0
T0000032,C07504,Mango Jam,Snacks & Branded Foods,Kissan,2024-05-24,1,80.0,80.0
T0000033,C07504,Fresh Tomato Ketchup,Snacks & Branded Foods,Kissan,2024-06-26,1,88.0,88.0
T0000034,C07504,Mango Jam,Snacks & Branded Foods,Kissan,2024-05-22,2,80.0,160.0
T0000035,C07505,Coconut Scraper - Wooden Handle,"Kitchen, Garden & Pets",Kvg,2024-06-25,1,65.0,65.0
T0000036,C07505,Napthalene Balls,Cleaning & Household,Kasturi,2024-05-19,1,90.0,90.0
T0000037,C07505,"Hand Beater - Ganesh, Stainless Steel","Kitchen, Garden & Pets",Kvg,2024-06-27,1,79.0,79.0
T0000038,C07505,"Stainless Steel Knife - Prima Streak, , Assorted","Kitchen, Garden & Pets",Kvg,2024-01-27,3,40.0,120.0
T0000039,C07505,"Stainless Steel Knife - Prima Streak, , Assorted","Kitchen, Garden & Pets",Kvg,2024-02-14,2,40.0,80.0
T0000040,C07505,"Table Ring - Trivet Round, Dia-13 cm","Kitchen, Garden & Pets",Kvg,2024-02-08,3,45.0,135.0
T0000041,C07505,"Knife - Gripper, Stainless Steel","Kitchen, Garden & Pets",Kvg,2024-02-06,1,55.0,55.0
T0000042,C07505,Sink Drainer - Plastic,Cleaning & Household,Kvg,2024-02-29,1,29.0,29.0
T0000043,C07505,"Belan - M Wooden, Size- No 1","Kitchen, Garden & Pets",Kvg,2024-04-03,1,69.0,69.0
T0000044,C07505,"Table Ring - Trivet Square, Stainless Steel","Kitchen, Garden & Pets",Kvg,2024-06-29,1,55.0,55.0
T0000045,C07505,"Table Ring - Trivet Square, Stainless Steel","Kitchen, Garden & Pets",Kvg,2024-02-27,1,55.0,55.0
T0000046,C07505,"Grater - with Peeler, Stainless Steel","Kitchen, Garden & Pets",Kvg,2024-04-24,3,79.0,237.0
T0000047,C07506,Proso Millet With Organic Jaggery,"Bakery, Cakes & Dairy",Millet Cookies,2024-05-10,2,50.0,100.0
T0000048,C07506,Salt With Ajwain,"Bakery, Cakes & Dairy",Millet Cookies,2024-02-17,1,45.0,45.0
T0000049,C07506,Cashews With Multimillets,"Bakery, Cakes & Dairy",Millet Cookies,2024-05-18,2,60.0,120.0
T0000050,C07506,Organic Maida,"Foodgrains, Oil & Masala",Organic Tattva,2024-03-27,1,52.25,52.25
T0000051,C07506,Organic Powder - Turmeric,"Foodgrains, Oil & Masala",24 Mantra,2024-06-14,1,35.0,35.0
T0000052,C07506,Cashews With Multimillets,"Bakery, Cakes & Dairy",Millet Cookies,2024-04-15,2,60.0,120.0
T0000053,C07506,Finger Millet,"Bakery, Cakes & Dairy",Millet Cookies,2024-06-24,1,45.0,45.0
T0000054,C07507,Paste - Ginger Garlic,"Foodgrains, Oil & Masala",Eastern,2024-02-01,1,17.25,17.25
T0000055,C07507,Easy Mix - Palappam,Snacks & Branded Foods,Double Horse,2024-05-06,1,69.0,69.0
T0000056,C07507,Appalam No 5,Snacks & Branded Foods,Atish Papad ,2024-05-03,1,60.0,60.0
T0000057,C07507,Writing Kit,Cleaning & Household,Nataraj,2024-01-20,1,49.0,49.0
T0000058,C07507,Instant Popcorn - Tomato Chilli,Snacks & Branded Foods,ACT II,2024-04-01,1,29.7,29.7
T0000059,C07507,Essence - Rose,Snacks & Branded Foods,Viola,2024-05-18,1,50.0,50.0
T0000060,C07507,Asafoetida - Powder,"Foodgrains, Oil & Masala",Double Horse,2024-04-04,2,90.25,180.5
T0000061,C07507,Powder - Rasam,"Foodgrains, Oil & Masala",Double Horse,2024-02-24,1,48.0,48.0
T0000062,C07507,Pickle - Tender Mango,Snacks & Branded Foods,Double Horse,2024-01-05,1,80.0,80.0
T0000063,C07507,Vermicelli  - Roasted,Snacks & Branded Foods,Double Horse,2024-04-01,1,33.0,33.0
