customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C03000,3,9,2084.25,5,3,4,534
C03001,68,7,1093.5,1,2,2,122
C03002,69,3,268.0,1,1,1,111
C03003,33,4,758.15,2,1,2,212
C03004,13,13,1958.75,3,4,4,344
C03005,39,6,737.0,1,1,2,112
C03006,8,19,3596.3,4,5,5,455
C03007,54,10,1092.95,1,3,2,132
C03008,51,4,1785.0,1,1,4,114
C03009,12,7,1004.5,4,2,2,422
C03010,19,12,2056.24,3,4,4,344
C03011,35,9,1847.0,2,3,4,234
C03012,11,11,2751.0,4,4,5,445
C03013,5,19,2652.95,5,5,5,555
C03014,3,13,1860.0,5,4,4,544
C03015,9,7,912.25,4,2,2,422
C03016,11,9,3121.5,4,3,5,435
C03017,5,5,325.0,5,1,1,511
C03018,16,8,1211.75,3,2,3,323
C03019,19,9,1594.54,3,3,3,333
C03020,24,9,972.45,2,3,2,232
C03021,87,2,430.0,1,1,1,111
C03022,25,7,1183.08,2,2,3,223
C03023,4,11,1482.75,5,4,3,543
C03024,10,8,2150.0,4,2,4,424
C03025,12,14,3145.82,4,5,5,455
C03026,21,19,2331.88,2,5,4,254
C03027,60,9,1206.29,1,3,3,133
C03028,26,8,1876.4,2,2,4,224
C03029,72,4,1651.0,1,1,3,113
C03030,8,15,3616.5,4,5,5,455
C03031,66,7,793.36,1,2,2,122
C03032,31,9,1181.21,2,3,3,233
C03033,11,11,4308.0,4,4,5,445
C03034,41,12,1255.0,1,4,3,143
C03035,90,3,157.5,1,1,1,111
C03036,12,4,958.0,4,1,2,412
C03037,6,8,1166.0,5,2,3,523
C03038,34,4,1188.0,2,1,3,213
C03039,4,8,970.5,5,2,2,522
C03040,7,15,1618.2,4,5,3,453
C03041,81,3,121.4,1,1,1,111
C03042,4,16,2411.5,5,5,4,554
C03043,5,8,924.15,5,2,2,522
C03044,7,8,198.0,4,2,1,421
C03045,5,7,1172.0900000000001,5,2,3,523
C03046,28,7,1013.4,2,2,2,222
C03047,21,7,1459.0,2,2,3,223
C03048,12,6,600.3,4,1,1,411
C03049,21,14,1198.25,2,5,3,253
C03050,18,3,900.0,3,1,2,312
C03051,34,9,1124.5,2,3,3,233
C03052,23,18,2040.5,2,5,4,254
C03053,11,8,518.43,4,2,1,421
C03054,10,11,2128.0,4,4,4,444
C03055,6,17,1852.75,5,5,4,554
C03056,9,11,1634.75,4,4,3,443
C03057,76,6,431.08,1,1,1,111
C03058,10,3,949.0,4,1,2,412
C03059,27,9,1067.95,2,3,2,232
C03060,18,7,784.75,3,2,2,322
C03061,36,8,2064.5,1,2,4,124
C03062,7,18,2414.7,4,5,4,454
C03063,29,8,2395.0,2,2,4,224
C03064,6,19,3530.57,5,5,5,555
C03065,10,8,400.0,4,2,1,421
C03066,20,8,842.5,3,2,2,322
C03067,13,2,440.0,3,1,1,311
C03068,17,12,1736.0,3,4,4,344
C03069,10,15,2432.3,4,5,4,454
C03070,6,8,1396.72,5,2,3,523
C03071,31,14,2212.24,2,5,4,254
C03072,21,19,3128.93,2,5,5,255
C03073,45,8,1225.25,1,2,3,123
C03074,145,2,980.0,1,1,2,112
C03075,33,4,268.3,2,1,1,211
C03076,45,7,398.53999999999996,1,2,1,121
C03077,2,14,5829.0,5,5,5,555
C03078,5,9,2730.3,5,3,5,535
C03079,4,13,2967.0,5,4,5,545
C03080,17,4,199.6,3,1,1,311
C03081,15,6,487.5,3,1,1,311
C03082,5,7,620.0,5,2,1,521
C03083,4,17,2040.75,5,5,4,554
C03084,20,6,973.0,3,1,2,312
C03085,20,9,1037.0,3,3,2,332
C03086,8,2,161.0,4,1,1,411
C03087,3,6,478.0,5,1,1,511
C03088,15,8,1769.0,3,2,4,324
C03089,24,6,536.6800000000001,2,1,1,211
C03090,14,7,1077.76,3,2,2,322
C03091,35,9,2128.0,2,3,4,234
C03092,32,9,1747.8,2,3,4,234
C03093,10,19,4317.2,4,5,5,455
C03094,33,6,696.0,2,1,2,212
C03095,11,11,1998.0,4,4,4,444
C03096,5,15,3573.58,5,5,5,555
C03097,11,14,1592.6399999999999,4,5,3,453
C03098,13,13,4403.5,3,4,5,345
C03099,12,19,7195.65,4,5,5,455
C03100,12,12,4211.7,4,4,5,445
C03101,6,7,695.4,5,2,2,522
C03102,11,8,1154.2,4,2,3,423
C03103,67,3,389.0,1,1,1,111
C03104,2,18,2178.4700000000003,5,5,4,554
C03105,2,18,4397.5,5,5,5,555
C03106,11,13,1151.75,4,4,3,443
C03107,7,7,2269.0,4,2,4,424
C03108,27,12,1508.0,2,4,3,243
C03109,13,17,3762.22,3,5,5,355
C03110,8,18,2640.4,4,5,5,455
C03111,23,15,3053.84,2,5,5,255
C03112,26,9,1646.2,2,3,3,233
C03113,43,12,1944.35,1,4,4,144
C03114,29,18,5691.53,2,5,5,255
C03115,6,8,5324.38,5,2,5,525
C03116,12,15,2110.73,4,5,4,454
C03117,39,3,315.0,1,1,1,111
C03118,7,9,690.0,4,3,2,432
C03119,11,8,713.6,4,2,2,422
C03120,141,2,198.0,1,1,1,111
C03121,2,16,1555.5,5,5,3,553
C03122,12,9,923.45,4,3,2,432
C03123,3,13,2669.0,5,4,5,545
C03124,26,6,1316.76,2,1,3,213
C03125,6,11,2328.25,5,4,4,544
C03126,20,7,1300.0,3,2,3,323
C03127,58,12,1957.51,1,4,4,144
C03128,73,2,745.9,1,1,2,112
C03129,45,11,2334.36,1,4,4,144
C03130,10,5,1438.0,4,1,3,413
C03131,2,6,775.0,5,1,2,512
C03132,15,9,1132.5,3,3,3,333
C03133,21,4,595.6,2,1,1,211
C03134,20,5,808.0,3,1,2,312
C03135,5,14,7813.0,5,5,5,555
C03136,31,15,1495.0,2,5,3,253
C03137,33,10,1535.0,2,3,3,233
C03138,2,2,154.5,5,1,1,511
C03139,21,13,1861.5,2,4,4,244
C03140,10,8,1433.0,4,2,3,423
C03141,13,12,1859.7,3,4,4,344
C03142,17,9,735.0,3,3,2,332
C03143,28,13,1552.1,2,4,3,243
C03144,2,11,2314.95,5,4,4,544
C03145,44,7,2245.0,1,2,4,124
C03146,91,4,496.2,1,1,1,111
C03147,7,9,1289.3,4,3,3,433
C03148,32,10,1095.0,2,3,2,232
C03149,12,12,1150.0,4,4,3,443
C03150,8,3,251.0,4,1,1,411
C03151,12,13,1317.54,4,4,3,443
C03152,102,2,376.0,1,1,1,111
C03153,5,17,2031.38,5,5,4,554
C03154,25,8,577.5,2,2,1,221
C03155,9,7,486.94,4,2,1,421
C03156,19,7,952.25,3,2,2,322
C03157,8,15,1705.0,4,5,4,454
C03158,104,2,175.0,1,1,1,111
C03159,18,15,3947.24,3,5,5,355
C03160,8,10,2915.76,4,3,5,435
C03161,41,7,540.0,1,2,1,121
