customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C13500,20,9,11043.0,3,3,5,335
C13501,5,18,14301.25,5,5,5,555
C13502,22,9,4632.0,2,3,3,233
C13503,17,14,4954.15,3,5,3,353
C13504,7,14,5979.2300000000005,4,5,4,454
C13505,10,5,775.25,4,1,1,411
C13506,16,16,5410.08,3,5,3,353
C13507,19,4,1400.0,3,1,1,311
C13508,6,7,5190.15,5,2,3,523
C13509,15,16,16997.239999999998,3,5,5,355
C13510,6,10,5071.79,5,3,3,533
C13511,6,7,5239.0,5,2,3,523
C13512,4,12,11691.24,5,4,5,545
C13513,25,8,2471.0,2,2,2,222
C13514,5,10,6414.93,5,3,4,534
C13515,23,7,7375.0,2,2,4,224
C13516,2,8,6918.830000000001,5,2,4,524
C13517,16,12,4253.75,3,4,3,343
C13518,39,10,15410.570000000003,1,3,5,135
C13519,24,7,4853.0,2,2,3,223
C13520,4,13,7785.65,5,4,4,544
C13521,4,12,3694.1,5,4,2,542
C13522,7,7,4096.13,4,2,3,423
C13523,15,4,1608.0,3,1,1,311
C13524,90,2,2367.0,1,1,2,112
C13525,80,3,2290.0,1,1,1,111
C13526,9,11,2265.71,4,4,1,441
C13527,8,9,8769.89,4,3,5,435
C13528,36,4,590.0,1,1,1,111
C13529,20,6,2319.48,3,1,1,311
C13530,15,8,4148.389999999999,3,2,3,323
C13531,6,4,1747.75,5,1,1,511
C13532,86,3,877.0,1,1,1,111
C13533,22,11,4469.0,2,4,3,243
C13534,47,6,1315.0,1,1,1,111
C13535,22,12,7815.0,2,4,4,244
C13536,44,4,3496.0,1,1,2,112
C13537,5,10,4994.0,5,3,3,533
C13538,25,8,8696.18,2,2,5,225
C13539,21,21,12929.92,3,5,5,355
C13540,9,6,3426.15,4,1,2,412
C13541,10,13,7073.4,4,4,4,444
C13542,22,6,3267.0,2,1,2,212
C13543,12,5,2329.77,4,1,1,411
C13544,27,7,2738.4,2,2,2,222
C13545,31,11,3569.5,2,4,2,242
C13546,3,6,2403.9,5,1,2,512
C13547,23,19,8447.0,2,5,4,254
C13548,4,8,2575.0,5,2,2,522
C13549,28,11,10284.0,2,4,5,245
C13550,36,5,5393.0,1,1,3,113
C13551,28,6,1312.0,2,1,1,211
C13552,27,4,2734.0,2,1,2,212
C13553,14,10,10001.48,3,3,5,335
C13554,5,7,11743.039999999999,5,2,5,525
C13555,27,7,4527.0,2,2,3,223
C13556,13,19,18584.08,3,5,5,355
C13557,10,7,4878.9400000000005,4,2,3,423
C13558,13,10,8041.0,3,3,4,334
C13559,29,3,2452.42,2,1,2,212
C13560,7,3,6054.4,4,1,4,414
C13561,2,14,13866.64,5,5,5,555
C13562,3,22,11980.88,5,5,5,555
C13563,31,3,1662.0,2,1,1,211
C13564,48,3,2153.0,1,1,1,111
C13565,2,10,1814.0,5,3,1,531
C13566,8,21,14884.99,4,5,5,455
C13567,17,15,6605.04,3,5,4,354
C13568,23,12,11482.290000000003,2,4,5,245
C13569,8,8,5038.0,4,2,3,423
C13570,66,4,1755.0,1,1,1,111
C13571,20,7,5571.8,3,2,3,323
C13572,16,9,8533.14,3,3,4,334
C13573,7,7,1649.75,4,2,1,421
C13574,23,11,5194.0,2,4,3,243
C13575,6,8,4315.28,5,2,3,523
C13576,29,4,4141.0,2,1,3,213
C13577,25,9,9275.0,2,3,5,235
C13578,9,8,9794.92,4,2,5,425
C13579,2,13,6173.04,5,4,4,544
C13580,2,15,16990.0,5,5,5,555
C13581,16,6,4181.4,3,1,3,313
C13582,53,5,1140.0,1,1,1,111
C13583,4,18,7068.2,5,5,4,554
C13584,8,8,1563.0,4,2,1,421
C13585,18,13,4459.0,3,4,3,343
C13586,14,9,11700.57,3,3,5,335
C13587,13,8,4265.43,3,2,3,323
C13588,71,6,7499.0,1,1,4,114
C13589,7,13,10633.98,4,4,5,445
C13590,9,16,4852.0,4,5,3,453
C13591,66,3,401.0,1,1,1,111
C13592,17,15,9288.82,3,5,5,355
C13593,20,14,585.0,3,5,1,351
C13594,16,8,5689.470000000001,3,2,3,323
C13595,155,2,398.0,1,1,1,111
C13596,20,19,9659.9,3,5,5,355
C13597,20,9,4498.0,3,3,3,333
C13598,2,14,24620.29,5,5,5,555
C13599,22,6,1826.0,2,1,1,211
C13600,16,7,3568.0,3,2,2,322
C13601,74,4,2780.0,1,1,2,112
C13602,47,7,4106.0,1,2,3,123
C13603,23,4,11804.59,2,1,5,215
C13604,23,11,7347.5,2,4,4,244
C13605,3,5,4888.78,5,1,3,513
C13606,28,14,4228.0,2,5,3,253
C13607,12,4,2513.0,4,1,2,412
C13608,9,14,4312.4,4,5,3,453
C13609,11,10,2950.5,4,3,2,432
C13610,22,10,5176.0,2,3,3,233
C13611,32,8,2502.2,2,2,2,222
C13612,9,10,4843.48,4,3,3,433
C13613,2,12,8953.11,5,4,5,545
C13614,26,13,3464.0,2,4,2,242
C13615,4,8,3014.7,5,2,2,522
C13616,7,9,2779.0,4,3,2,432
C13617,21,14,8120.0,3,5,4,354
C13618,15,10,4500.05,3,3,3,333
C13619,9,12,12003.55,4,4,5,445
C13620,14,9,6771.0,3,3,4,334
C13621,32,8,2778.0,2,2,2,222
C13622,63,3,930.06,1,1,1,111
C13623,2,9,8879.6,5,3,5,535
C13624,30,5,5413.0,2,1,3,213
C13625,36,3,768.2,1,1,1,111
C13626,8,8,7974.0,4,2,4,424
C13627,11,13,19249.350000000006,4,4,5,445
C13628,24,13,7921.04,2,4,4,244
C13629,3,9,8005.36,5,3,4,534
C13630,28,3,320.0,2,1,1,211
C13631,12,5,1337.58,4,1,1,411
C13632,14,6,1734.0,3,1,1,311
C13633,40,3,2010.02,1,1,1,111
C13634,8,17,8638.8,4,5,5,455
C13635,5,21,23080.45,5,5,5,555
C13636,10,10,1375.0,4,3,1,431
C13637,44,17,13088.42,1,5,5,155
C13638,48,14,8101.88,1,5,4,154
C13639,41,6,1902.6,1,1,1,111
C13640,28,9,3193.85,2,3,2,232
C13641,48,15,8432.0,1,5,4,154
C13642,23,8,3386.0,2,2,2,222
C13643,59,7,1548.28,1,2,1,121
C13644,78,5,5252.0,1,1,3,113
C13645,106,3,525.0,1,1,1,111
C13646,30,7,6493.150000000001,2,2,4,224
C13647,48,3,1220.0,1,1,1,111
C13648,3,19,8703.38,5,5,5,555
C13649,7,3,1063.0,4,1,1,411
C13650,24,4,2941.0,2,1,2,212
C13651,42,12,6523.97,1,4,4,144
C13652,11,16,11262.73,4,5,5,455
C13653,56,9,3919.5,1,3,2,132
C13654,7,2,597.0,4,1,1,411
C13655,12,14,7587.610000000001,4,5,4,454
C13656,33,8,7196.0,2,2,4,224
C13657,55,5,9690.63,1,1,5,115
C13658,16,6,2511.0,3,1,2,312
C13659,28,10,21179.0,2,3,5,235
C13660,30,6,2881.0,2,1,2,212
C13661,16,19,7143.889999999999,3,5,4,354
C13662,42,4,1389.0,1,1,1,111
C13663,38,8,3367.0,1,2,2,122
C13664,29,10,6625.7,2,3,4,234
