index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct,brand_premium_index,price_retention
6964,Fruity Soap Enriched with Narural Grape Extract,Beauty & Hygiene,Bath & Hand Wash,Harmony,35.0,35.0,Bathing Bars & Soaps,4.6,"For Beauty tips, tricks & more visit https://bigbasket.blog/",35.0,35.0,0.0,25.25,1.0
7005,Choice Sanitary Napkins - Ultra XL,Beauty & Hygiene,Feminine Hygiene,Whisper ,37.62,42.0,Sanitary Napkins,4.3,"Its about getting 100% stain protection to help you become unstoppable. The revolutionary pad has magic gel which helps absorb the liquid quickly and gives you a superior dry feeling. With Whisper Choice Ultra, do not miss your school or college even during period days. Kadam Badhaye Jaa.  For Beauty tips, tricks & more visitÃƒâ€šÃ‚Â https://bigbasket.blog/",37.62,37.62,10.428571428571434,256.93566666666663,0.8957142857142857
7016,Pure Aloe Anti Pollution Face Wash,Beauty & Hygiene,Skin Care,Joy,82.5,110.0,Face Care,4.4,"Joy Pure Aloe Anti Pollution Face Wash 6-pronged action fights the damaging effects of pollution on skin.Mild scrubbing beads deep clean to remove excess oil,dirt and sweat without overdrying.Gently cleans,cools and soothes tired skin keeping it fresh and glowing all day.",82.5,82.5,25.0,142.73857142857145,0.75
7025,Walnut Face Scrub,Beauty & Hygiene,Skin Care,Vlcc,117.0,180.0,Face Care,3.8,"This face scrub clears out the accumulation of dead skin cells, blackheads and whiteheads on your skin. The product is enriched with the goodness of Walnut Shell Powder, Aloe Vera extract, Vitamin E and Glycerin, removes the skin impurities, improves the circulation of the blood and hydrates the skin. Also, the product leaves the skin smooth and soft.",117.0,117.0,35.0,221.67292307692307,0.65
7029,"Kid's Toothpaste - 3-5 years, Natural Strawberry Flavour, 0% Artificial",Beauty & Hygiene,Oral Care,Colgate,108.0,150.0,Toothpaste,4.0,"Kids must brush their teeth at least 2 times a day; once in the morning and in the night. Colgate kids toothpaste comes with 0% artificial flavours, preservatives, sweetness and colour so you don’t have to worry about exposing your kid to artificial ingredients. It contains age-appropriate fluoride level (supervise to minimize swallowing). This delicious natural strawberry mint flavoured premium toothpaste, specially designed for kids of 3-5 years, turns brushing battles into a breeze. Mom’s often find it difficult to get their little ones to brush their teeth every day, therefore, Colgate Natural toothpaste for kids offers a fun way to ensure they enjoy good oral care habits early on! It protects against cavities and strengthens the enamel of growing permanent teeth so your kid is on the fast track to healthy smiles for life. Developed with the help and expertise of Pediatric dentists, the kid's toothpaste lends a healthy and thoroughly clean. Since the training wheels are off, Colgate helps big kids take charge of their brushing and avoid any hassle for moms.",108.0,108.0,28.000000000000004,151.35196261682242,0.72
7050,Silver Charcoal Anti Bacterial Tooth Brush - Soft,Beauty & Hygiene,Oral Care,Pepsodent,65.0,65.0,Toothbrush,4.3,"New Pepsodent Charcoal Antibacterial Tooth Brush has soft bristles which are now infused with Charcoal and Silver Ions which repels 99.9% bacteria growth and its 0.01mm slim tip bristles to clean your mouth gentle and more hygienic clean. It comes with a 3-curved neck that suits the shape of your mouth, making it easier to reach deeper to clean all corners of the mouth giving you a more effective clean.",65.0,65.0,0.0,90.55833333333334,1.0
7069,Gentleman Classic Talc For Men,Beauty & Hygiene,Bath & Hand Wash,Yardley London,89.1,99.0,Talc,4.4,"Yardley Gentleman Classic is a modern masculine fragrance, opening with fresh-citrus, black pepper and a spicy blend of cardamom. Yardley London is one of the world's leading purveyors of quality soaps and perfumes since 1770. Yardley is the official fragrance of the royal family in Britain. Today it prides itself for authentic English fragrances with the patronage of loyal customers across the world.",89.1,89.1,10.000000000000004,309.24122807017545,0.8999999999999999
7095,Fresh Mint Toothpaste - For Sensitive Teeth,Beauty & Hygiene,Oral Care,Sensodyne,75.0,75.0,Toothpaste,4.3,"Clinically proven relief and daily protection for sensitive teeth. Sensodyne Relieves sensitivity by building a protective barrier that blocks the sensitivity caused by hot, cold, sweet and other contact triggers. Contains fluoride to prevent cavities so that you can use it every day. Toothpaste has a cool refreshing taste that leaves your mouth feeling fresh and clean.",75.0,75.0,0.0,179.78333333333333,1.0
7103,"Chandraprabha Vati - Rejuvinator, 300 mg",Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,130.0,130.0,Ayurveda,4.0,"Chandraprabha Vati strengthens the urogenital system and is useful in Diabetes Mellitus, Urinary Tract Infection, Piles, Fistula and Leucorrhoea. It also acts as an effective rejuvenator and promotes good health.Strengthens the urinogenital system.Useful in Diabetesmellitus, Urinary tract infection, Piles, Fistula and Leucorrhoea.",130.0,130.0,0.0,127.6686046511628,1.0
7105,HALEEZY,Beauty & Hygiene,Health & Medicine,Charak,84.0,84.0,Ayurveda,4.0,Cures:Bronchial asthma Chronic obstructive pulmonary disease (COPD) Chronic Bronchitis,84.0,84.0,0.0,157.11111111111111,1.0
7135,Anti-Cavity Natural Ayurvedic Clove Oil Toothpaste,Beauty & Hygiene,Oral Care,Lever Ayush,80.0,80.0,Toothpaste,4.2,"Ayush Anti Cavity Clove Oil Toothpaste is formulated with 5000 years of Ayurvedic wisdom to help you achieve strong teeth and healthy gums. It contains the goodness of Clove Oil (Lavang Ka Tel) that has been used since ancient times as a medicine for dental care. Its powerful anti bacterial quality relieves toothache, while the spicy aroma imparts a fresh breath and Dasanakanthi Choornam is a unique blend of 15 natural herbs like Babul, Yashtimadhu, Camphor and Pippali that is known to treat toothache and bleeding gums. The ayush range of products have been carefully crafted with authentic recipes and processes prescribed in the ancient Granthas. Traditionally, Ayurvedic ingredients were consciously picked at a certain time of the day, when they are most potent to create extremely effective Ayurvedic solutions. Lever ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cows ghee, Cardamom and Rock Salt has been used to formulate products that address our most worrying beauty problems. At Lever ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern day beauty problems. We believe that the solution to our beauty problems lie in the 5000 year old Ayurvedic granthas, that prescribes the way to solve these problems from the root. We work with one of the worlds premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to create products that use the right ingredients to make them unique and incredibly effective.",80.0,80.0,0.0,98.17105263157895,1.0
7144,"ON 2-In-1 Pocket Perfume - Man, Day & Night",Beauty & Hygiene,Fragrances & Deos,Engage,90.0,90.0,Men's Deodorants,4.6,Day: This lively and energetic fragrance and has green fruity citrus facets which give it an intensely refreshing freshness at the start with rich woody notes. Night: This pulsating and captivating fragrance has a citrus freshness with a spicy woody mix for a long eventful night.,90.0,90.0,0.0,238.53446428571428,1.0
7161,Nourishing Skin Cream,Beauty & Hygiene,Skin Care,Himalaya,71.25,75.0,Body Care,4.1,"Himalaya's Nourishing Skin Cream is a light, nongreasy, daily-use cream, which provides all-day moisturizing, nourishment and protection. Himalaya's Nourishing Skin Cream is a light, nongreasy, daily-use cream, which provides all-day moisturizing, nourishment and protection. The cream is blended with the extracts of Aloe Vera, Winter Cherry, Indian Kino Tree and Indian Pennywort, which protect your skin from pollution and dry weather, providing nourishment and moisture. It is dermatologically-tested, non-comedogenic and hypoallergenic.",71.25,71.25,5.0,170.1270093457944,0.95
7176,Moisturising Cold Cream,Beauty & Hygiene,Skin Care,Ponds,85.44,89.0,Face Care,4.2,"With vital beauty oils and ten skin nutrients, this moisturising cream prevents dry skin by leaving it soft and supple. The glycerin works on giving you softness from inside and a glowing skin outside while you never have to worry about dry lines and patches again! You will definitely love to touch your soft and smooth skin after the Pond's Moisturising Cold Cream has done it's magic! Buy this cream in a compact 55 ml pack, right away!",85.44,85.44,4.000000000000003,207.41666666666666,0.96
7191,Nomarks - Ayurvedic Antimarks Cream For Dry Skin,Beauty & Hygiene,Health & Medicine,Bajaj,105.0,140.0,Face Care,4.1,"New Bajaj nomarks cream for dry skin is an ayurvedic safe formulation with the goodness of aloe vera, emblica & almond oil. It penetrates into deeper layers of the skin and helps prevent blemishes while natural vitamin-e nourishes and keeps the skin hydrated. Enriched with antibacterials, herbal micronutrients, antioxidants and organic actives; new bajaj nomarks cream for dry skin helps prevent skin from pimples, pigmentation, sunburn, marks and damage caused by environment, weather and pollution.",105.0,105.0,25.0,101.90333333333334,0.75
7210,Perfumed Deo - Livewire,Beauty & Hygiene,Fragrances & Deos,Spinz,114.0,190.0,Women's Deodorants,3.6,"The new Livewire Perfumed Deo from Spinz brings you alive with its irresistible addictive aroma of warm amber, vanilla flowers melting with tempting fruits such as peach and tangerine and highlighted with a touch of sweet chocolate followed by middle spicy notes of rose, lotus, and cardamom.",114.0,114.0,40.0,134.43,0.6
7212,Hygiene Hand Wipes With Anti-bacterial Actives- Skin-Friendly,Beauty & Hygiene,Bath & Hand Wash,KeepSafe by Marico,99.5,199.0,Hand Wash & Sanitizers,4.3,"Have you stepped out of your house and wondered if the door that you just pushed open, was clean? Are there germs lurking around you, that you wish you could see better? Have you wondered if you have been careful in ensuring the best protection against bacteria and germs? Is your personal hygiene standard good enough? Personal Hygiene is in your hands. Literally. KeepSafe by Marico takes care of your Hygiene needs through its range of premium quality sanitizer, disinfectants, wipes, hand wash and personal hygiene products.KeepSafe Hygiene Hand Wipes are rich in anti-bacterial actives that sanitise and effectively fight germs. These wipes are rich in Aloe Vera and Glycerine and are mild and soothing on the skin. These hygiene wipes are so soft, that you can use them every day, as many times as you want. Like a true Marico product, KeepSafe believes in transparency, superior quality and complete essential care. Try out the Multi-purpose Disinfectant and the Instant Hand Sanitiser from KeepSafe by Marico range for complete out-of-home hygiene. Take No Chances. Keep Safe.",99.5,99.5,50.0,93.4,0.5
7216,Toothbrush - Germi Check Flexi (Action Medium),Beauty & Hygiene,Oral Care,Pepsodent,30.0,30.0,Toothbrush,3.9,"Flexible Twin Head Technology Designed To Adapt The Shape Of Your Teeth, Teeth Clean With Every Brush Stroke, Angled Neck For Deeper Clean With Accurate Pressure On Your Teeth.",30.0,30.0,0.0,90.55833333333334,1.0
7231,Almond Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,66.5,70.0,Bathing Bars & Soaps,4.1,"Almond soap combines 100 % natural ingredients to restore the bodys water content. This nongreasy soap leaves skin soft, supple & toned.",66.5,66.5,5.0,170.55113636363637,0.95
7238,Soap Bar - Lemon & Tea Tree Oil,Beauty & Hygiene,Bath & Hand Wash,Liril,35.0,35.0,Bathing Bars & Soaps,4.3,"The new Liril soap, with its active ingredients like tea tree oil and lemon extract gives you a freshness that lasts longer. The soap gives you a fragrance which last whole day long as well as keeps your skin healthy. This soap ensures that your skin gets the best care and stays fresh. It effectively removes germs and grime from your skin and keeps it well sanitized throughout the day. At the very same time, this soap also ensures that not only your skin retains its natural moisture but also maintains its oil balance. The lemon and tea tree oil ingredients in this soap gives you a thick lather which lends a sense of freshness after every shower and makes bathing an enjoyable experience. This soap has been consistent in bringing alive freshness. This soap also lasts for a long time and is a great choice for a daily refreshing shower! Buy the new Liril Soap in a 75 gm bar now, right here! 
Features & Benefits- 
• It gives you fresh skin
• It keeps your skin well sanitized
• Removes germs and grime from your skin
• It gives you long lasting fragrance
• It moisturizes your skin 
• It maintains the oil balance of the skin  For Beauty tips, tricks & more visit https://bigbasket.blog/",35.0,35.0,0.0,149.0,1.0
7255,"Loofah/Sponge Scrubber/Body Bath  - Black, BH-019 BLK",Beauty & Hygiene,Bath & Hand Wash,BB Home,109.0,150.0,Bathing Accessories,3.1,"Have a refreshing bath experience with this loofah cum scrubber which is in a hand glove shape. It the blood circulation of your skin and eliminates the dead skin cells. The loofah sponge is composed of fibres that exfoliate the skin, resulting in the smooth and glowing skin.",109.0,109.0,27.33333333333333,126.10106382978724,0.7266666666666667
7260,So Soft Wet Wipes - Cologne Flavour,Beauty & Hygiene,Skin Care,Origami,75.0,75.0,Face Care,4.3,"Keep your skin clean and healthy during your frequent travels by using this pack of wet wipes from Origami. By cleansing, moisturizing, deodorizing, and soothing your skin, they promote healthy and beautiful skin. These anti-bacterial wipes with a pleasant fragrance make your skin clean and fresh on the go!  For Beauty tips, tricks & more visitÃ‚Â https://bigbasket.blog/",75.0,75.0,0.0,72.0,1.0
7303,Mouth Freshener - Elachi,Beauty & Hygiene,Oral Care,Spraymintt,69.3,99.0,Mouthwash,4.2,"Spraymintt is a sugar-free, non-alcoholic and completely herbal, instant mouth freshener spray. One spray leaves your mouth feeling cool and your breath fresh. Easy to carry, this pocket sized mouth freshener is available in eight exciting flavours paan (betel), saunf (fennel), orange, ice mint, berry, chocolate, cold coffee and elaichi (cardamom). it's the coolest way to fresh breath.",69.3,69.3,30.000000000000004,72.6,0.7
7341,Lemon Storm Lather Shaving Cream,Beauty & Hygiene,Men's Grooming,Park avenue,55.2,69.0,Shaving Care,4.2,"Let your skin feel the stormy energy of the lemon. This lather shaving cream is thick in a lather and super smooth on your skin. Keep your face feeling refreshed all day long, nourishes your skin, and safe for the skin.",55.2,55.2,20.0,209.0790625,0.8
7346,Daily Fresh Pantyliner,Beauty & Hygiene,Feminine Hygiene,Sofy,84.0,84.0,Panty Liners,4.3,"Sofy Pantyliner Daily fresh keeps you clean and confident for longer hours. It has quick absorbed pores which absorb discharge/menstrual spots to keep your panty clean. Super thin feels comfortable just like the panty.For Beauty tips, tricks & more visit https://bigbasket.blog/",84.0,84.0,0.0,183.6,1.0
7349,Musk Deo Spray For Men,Beauty & Hygiene,Fragrances & Deos,Aramusk,100.0,200.0,Men's Deodorants,4.0,"Aramusk brings you its signature fragrance, Musk. A sensual timeless musk fragrance that captivates not just the wearer, but also the observer. It is a very strong and masculine fragrance which will last throughout the day. Its refreshing fragrance will keep you fresh all day.For Beauty tips, tricks & more visit https://bigbasket.blog/",100.0,100.0,50.0,109.16666666666667,0.5
7356,Bathing Soap - Lime & Aloe Vera,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,106.72,116.0,Bathing Bars & Soaps,4.3,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Godrej No.1 Lime and Aloe Vera soap has a dash of lime, known for its invigoration properties, has been combined with the gentleness of Aloe Vera, which retains the skin's moisture to keep it soft. The combination of these ingredients leaves your skin feeling fresh and soft. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look.",106.72,106.72,8.000000000000002,120.00181818181818,0.92
7386,"Beauty Soap For Glowing Skin - Jasmine & Vitamin E, Mega",Beauty & Hygiene,Bath & Hand Wash,Lux,135.0,135.0,Bathing Bars & Soaps,4.3,"New LUX Jasmine & Vitamin E soap gives moonlit glowing skin. The Lux Jasmine & Vitamin E soap bar adds a touch of glow to your skin and leaves it beautifully fragrant. Infused with 7 beauty ingredients, combining the essence of jasmine flower with its enchanting fragrance, and with Vitamin E known to moisturise and nourish skin, this bar leaves your skin soft, smooth, and glowing. This soap for bathing, not only effectively removes dust and sweat on your skin, but also leaves it feeling gently cleansed. A delightful bathing experience with New LUX infused with Jasmine flower extracts. New Lux with rich, creamy lather, washes away dirt on skin’s surface to reveal happy, fresh skin after every shower. A soap suitable for whole family. Bathing soap which is good for both your face and body. Lasting floral fragrance which leaves everyone mesmerised. Nourish and keep your skin moisturised with every bath. The soap is enriched with active ingredients that go deep into your skin to keep it clean and smooth. Lux Jasmine & Vitamin E lets you indulge in the soothing sensorial experience as you immerse in the classic scent of jasmine. New Lux for visibly glowing skin from the first wash. Get your Lux Moonlit glow today.",135.0,135.0,0.0,78.27199999999999,1.0
7389,Oil Clear Lemon Face Wash,Beauty & Hygiene,Skin Care,Himalaya,133.0,190.0,Face Care,4.2,"Himalaya Oil Clear Lemon Face Wash is a soap-free, herbal formulation that gently cleanses your face and removes excess oil. Blended with Lemon, an astringent and cooling agent, and Honey, which has natural, deep cleansing properties, the face wash leaves your skin clean without feeling dry and stretched. Lemon has an overall soothing and astringent effect. The citric acid present in Lemon lightens and softens your skin. It also helps fade freckles and age spots and eliminates blackheads. Lemon removes grime and dirt and leaves your skin feeling supple and smooth. Honey is very beneficial for the skin as it attracts water to maintain moisture as well as providing nourishment to the skin. It is also a natural antiseptic as it contains antimicrobial agents that kill bacteria.",133.0,133.0,30.0,170.1270093457944,0.7
7399,Oil Control Moisturiser,Beauty & Hygiene,Skin Care,Nivea Men,95.04,99.0,Face & Body,3.5,Nivea Men is the international number one brand in men's skin care. It has the complete range of men's grooming products that give you the confidence to unlock your true everyday potential. It starts with you. Effectively controls oiliness and eliminates acne causing bacteria up to 99 percent for clear skin.,95.04,95.04,3.999999999999994,208.37676470588235,0.9600000000000001
7417,Bodylicious Deodorant Spray - Mate (For Men),Beauty & Hygiene,Men's Grooming,Engage,136.5,195.0,Men's Deodorants,3.9,"Engage Mate enjoy a collection of fragrances that will make you stand out Intense, sensual aroma Bask in the fragrance of a superstar long lasting aroma. It creates you feel fresh and rejuvenated. It keeps you pepped up all day long Ideal for gifting purpose.  For Beauty tips, tricks & more visit https://bigbasket.blog/",136.5,136.5,30.0,238.53446428571428,0.7
7434,Cotton Buds,Beauty & Hygiene,Health & Medicine,Tulips,45.0,45.0,Cotton & Ear Buds,4.1,"100 sticks in a Plastic Jar.100% Pure Cotton & Strong sticks, made of virgin plastic.  For Beauty tips, tricks & more visitÃ‚Â https://bigbasket.blog/",45.0,45.0,0.0,53.25,1.0
7447,"Hair Oil - For Strong, Long & Thick Hair",Beauty & Hygiene,Hair Care,Dabur Amla,88.0,88.0,Hair Oil & Serum,4.2,"Dabur Amla Hair Oil infuses your hair with strength, thanks to Amla extract which is renowned as the power fruit for hair. Dabur Amla hair oils penetrate well into your scalp, nourishes your scalp & hair with the power of Amla. Dabur Amla helps make your hair strong from the roots, helps in hair growth to give stronger, longer & thicker hair. It is a beneficial product for scalp health and Amla has been traditionally used as a hair tonic. Strengthen your hair from roots to tips!",88.0,88.0,0.0,120.35,1.0
7457,Neem & Turmeric Soap Value Pack,Beauty & Hygiene,Bath & Hand Wash,Himalaya,131.2,160.0,Bathing Bars & Soaps,4.3,"Himalaya Neem & Turmeric Soap blends together all the goodness of naturally derived ingredients to keep your skin protected at all times. The oils of Neem and Turmeric, which contain antibacterial and antifungal properties, protect your skin from harsh environmental conditions. Neem is an excellent skin care ingredient. Neem Oil relieves dry skin and soothes itchiness, redness, and irritation. It also improves general skin health and immunity, combating bacterial infections such as acne, boils, and ulcers. Turmeric has strong anti-inflammatory properties, which soothe your skin gently. The herb helps to even out your skin tone and complexion. Turmeric also helps to retain the skin elasticity and makes it more supple.",131.2,131.2,18.000000000000007,170.1270093457944,0.82
7496,Vector,Beauty & Hygiene,Men's Grooming,Gillette,63.7,65.0,Shaving Care,4.3,"Twin blades shave you twice with each stroke eliminating irritating repeat strokes for a faster shave than with a double edge blade. The lubricating strip activates when wet, reducing pulling and skin irritation for a smoother more comfortable shave.",63.7,63.7,1.999999999999996,405.6764150943396,0.9800000000000001
7498,Brightening Lemon & Cherry Face Wash,Beauty & Hygiene,Skin Care,Everyuth Naturals,61.75,65.0,Face Care,4.1,New Everyuth Naturals Brightening Lemon & Cherry Face Wash brings together the Vitamin C rich lemon and brightening cherry extracts. It washes away excess oil without making it too dry. Skin looks brighter. Its regular usage helps in fighting tan too.,61.75,61.75,5.0,123.334,0.95
7508,Jatyadi Oil,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,85.0,85.0,Ayurveda,4.0,"Jatyadi oil has an outstanding capacity for healing. Application of this oil heals most types of wounds and injuries and also arrests bleeding from them. All ingredients of this oil aid in purifying the blood, disinfecting the wounds and initiating the healing process in the tissues. Wounds caused by insect bites also respond well to this oil. Similarly, anal fistula and bleeding piles can be successfully treated by Jatyadi oil. A cotton ball soaked in this oil is kept in the vagina to arrest excessive uterine bleeding. Jatyadi oil is also used for external application in herpes zoster infection and fire burns. Wounds in the oral cavity also heal faster if Jatyadi oil is applied.",85.0,85.0,0.0,133.2,1.0
7517,Hand Made Soap - Lemongrass,Beauty & Hygiene,Bath & Hand Wash,Wild Ideas,90.0,90.0,Bathing Bars & Soaps,4.4,"Natural, Hand-Made soap that revitalizes skin, relieves muscular pain, and resists bacteria.",90.0,90.0,0.0,97.66666666666667,1.0
7536,Gulabari Premium Rose Water - Paraben Free Skin Toner,Beauty & Hygiene,Skin Care,Dabur,63.75,75.0,Face Care,4.3,"For sensitive, problem-prone skin, use of regular skin care products may be the root of your problems. Dabur Gulabari Rose Water allows you to reap the natural anti-inflammatory benefits of rose water with its paraben-free formulation for your skin while cleansing it from deep. It is 100% natural, safe and effective for all skin types.",63.75,63.75,15.0,189.05505263157895,0.85
7543,Not Out Condoms - Climax Delay & Dotted,Beauty & Hygiene,Health & Medicine,Skore,90.0,90.0,Sexual Wellness,3.9,"• Let the fun and games never end. • Skore Not-Out condoms have a specially formulated lubricant that delays your climax and keeps you going on and on. • And the dotted texture makes it even more special.  For Beauty tips, tricks & more visitÃƒ€šÃ‚ https://bigbasket.blog/",90.0,90.0,0.0,257.01740740740746,1.0
7550,Mahadrakshadi Syrup,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,90.0,90.0,Ayurveda,4.0,"Mahadrakshadi syrup is a versatile tonic with several diversified actions and can be used for several indications. Its main ingredient is black resins which are sweet, cool, pitta-vata reducing and mild purgative in action. At the same time, they are very nutritive and rejuvenating. These unique combinations of properties make them extremely useful in various types of diseases. Together with many other ingredients, such as guduchi, amalaki and others, Mahadrakshadi syrup serves as an effective medicine in numerous ailments of the digestive and respiratory tract, as well as blood disorders. While on one hand it ignites the digestive fire and eliminates toxins from the body, it also nourishes and strengthens the tissues. Mahadrakshadi syrup also helps in purifying the blood and preventing bleeding. Since it is pleasant in taste, children have no problem in taking this syrup.",90.0,90.0,0.0,133.2,1.0
7557,"Energy - Deostick For Men, Cream Based Deodorant",Beauty & Hygiene,Fragrances & Deos,Cinthol,57.0,60.0,Men's Deodorants,4.3,"Cinthol Deostick is a deodorant like you have never tried before. Made from cream formulation, not spray, it lasts 3 times longer than ordinary deo's and is gentle on your skin too. Use it after shower to experience that awesome feeling all day long.",57.0,57.0,5.0,141.10918918918918,0.95
7565,"Travel Sanitizer Spray - 99.9% Germ Protection, Long Lasting Fragrance, Cool Surf Blue",Beauty & Hygiene,Bath & Hand Wash,Godrej Aer,92.07,99.0,Hand Wash & Sanitizers,4.0,"Godrej aer Travel Sanitizer Spray is a 2-in-1 combination of long-lasting fragrance and effective sanitisation. It kills 99.9% germs with every spray. It is an alcohol-based disinfectant spray with no need to wipe the surface after use. It is ideal for disinfecting all hard and soft surfaces such as door handles, windows, seats, vehicle mirror, steering wheel, armrests, luggage handles, inside helmet cushion, on helmet locks, etc.
Its long-lasting fragrance leaves the space smelling fresh and pleasant. It is convenient to use for both travel and outdoors; use anywhere and anytime, keeping you and your family safe during this time of the virus.",92.07,92.07,7.000000000000006,145.535,0.9299999999999999
7566,Spark Power Series Perfume Spray,Beauty & Hygiene,Men's Grooming,Kamasutra,136.5,210.0,Men's Deodorants,4.0,"KS Spark Deo from KamaSutra, for men. The spicy & sizzling fragrance of Spark sets pulses alight. This is a strong fragrance that is bound to get you a lot of attention. With this soul-soothing fragrance, you will not have any dull moment.",136.5,136.5,35.0,160.02818181818182,0.65
7570,Syrine - Disposable Razors for Women,Beauty & Hygiene,Feminine Hygiene,Supermax,89.0,100.0,Hair Removal,4.1,"The world's first 4-Blade Disposable Razor for Women, Super-Max Syrine features a Unique Mermaid-inspired sleek handle that helps to cover those hard-to-reach spots when you shave. A Nature Strip enriched with Aloe-Vera and Tea-Tree Oil soothes, moisturizes and disinfects your skin bringing out A beautiful You. Pivoting head hugs the contours of the body. 4 blade disposable razor designed for women to provide a closer, smoother shave in fewer strokes. Skin Support Bar ensures a safe shaving experience.",89.0,89.0,11.0,78.14818181818181,0.89
7580,Livon Syrup - Strengthens & Detoxifies The Liver,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,90.0,90.0,Ayurveda,4.0,"Jiva Livon Syrup is a herbal liver tonic that contains kasni, sarponkha, punarnava, makoi and kutki. This syrup has a multidimensional effect on the liver, its functions and disease caused by abnormal liver functions. It is effective in detoxifying the liver and promoting bile secretion. The herbs in the tonic work well in bilious febrile attacks, jaundice, liver abscess, sluggish and fatty liver, and obstruction of liver and spleen. Notably, it has shown good results in cirrhosis and viral hepatitis.",90.0,90.0,0.0,133.2,1.0
7587,Vibheetaki Tablets,Beauty & Hygiene,Health & Medicine,Muniyal Ayurveda,110.0,110.0,Ayurveda,4.0,"Cough,anti-allergic,anti-microbial,manages diabetes",110.0,110.0,0.0,149.6875,1.0
7602,Magic Freshness Talc,Beauty & Hygiene,Bath & Hand Wash,Ponds,120.0,120.0,Talcum Powder,4.4,"Heres the secret to remain fresh and fragrant all summer- Ponds Dreamflower Magic Talcum Powder. This powder is formulated to help you stay fresh and pleasant smelling all day. Mesmerize everyone with your sweet fragrance of acacia honey and this talc not only protects you against perspiration but also provides you instant fairness. With its natural ingredients, the powder is safe and gentle on all skin types. The powder is smooth to apply on the body. Come summer, you can forget the stress of mid-day sweats with Ponds Dreamflower Magic Talcum Powder. Stay fresh- buy this right away!  For Beauty tips, tricks & more visitÃƒ€šÃ‚ https://bigbasket.blog/",120.0,120.0,0.0,207.41666666666666,1.0
7618,Herbal Pineapple Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.3,"Khadi Pineapple Soap helps in removing acne, skin pigmentation and clean the pores. It is the best agent for glowy and healthy skin. It cleanses the skin from within giving it a healthy glow.",70.0,70.0,0.0,170.55113636363637,1.0
7631,Anti-Marks Natural Ayurvedic Turmeric Face Cream,Beauty & Hygiene,Skin Care,Lever Ayush,124.8,130.0,Face Care,4.1,"Lever Ayush Anti Marks Face Cream contains the goodness of Turmeric (Haldi) which is known for its purification and antiseptic properties and Kumkumadi Tailam that is known to cure marks, lighten skin colour and improve skins quality for spotless fair skin. Turmeric (Haldi) is prescribed in Ayurveda for purification and is also well known for its antiseptic and healing properties. While Kumkumadi Tailam is a unique blend of 16 herbs and oil formulated to help skin look beautiful and healthy. The cream also includes natural extracts of Lodhra, Ushira and Neeloptal that calms and soothes the skin. Whereas, the natural Manjishtha, Kesar and Padmakashtha extract helps clear marks, lighten skin colour and improve complexion. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cows ghee, Cardamom and Rock Salt has been used to formulate products that address our most worrying beauty problems.The Ayush range of products has been carefully crafted with authentic recipes and processes prescribed in the ancient Granthas. Traditionally, Ayurvedic ingredients were consciously picked at a certain time of the day, when they are most potent to create extremely effective Ayurvedic solutions. Lever Ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cows ghee, Cardamom and Rock Salt has been used to formulate products that address our most worrying beauty problems. At Lever Ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern-day beauty problems. We believe that the solution to our beauty problems lies in the 5000-year-old Ayurvedic granthas, that prescribes the way to solve these problems from the root. We work with one of the world’s premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to create products that use the right ingredients to make them unique and incredibly effective.",124.8,124.8,4.000000000000002,98.17105263157895,0.96
7636,Comb - Derby Deluxe No 05,Beauty & Hygiene,Hair Care,Ego of Paris,15.0,15.0,Tools & Accessories,4.7,"combÂ is a toothed device used for styling, cleaning and managing hair and scalp.Â CombsÂ are among the oldest tools found by archaeologists  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/",15.0,15.0,0.0,30.714285714285715,1.0
