index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct,product_url,rating_value
5580,Dabur Hommade - Coconut Milk 200ml + ITC Master Chef Prawns - Super Large 200gm,"Eggs, Meat & Fish",Fish & Seafood,bb Combo,340.97,350.0,Frozen Fish & Seafood,4.2,"Dabur Hommade goes beyond its popular range of cooking pastes to elevate the tastes of Indian homemade recipes with Coconut Milk. Made from the first pressed extract of top-grade coconuts, this culinary delight carries a rich taste and thick texture that makes your dishes much fuller and creamier.",340.97,340.97,2.5799999999999925,https://www.bigbasket.com/pd/40110126/itc-master-chef-prawns-super-large-peeled-deveined-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Super%2520Large%2520Prawns,4.2
5724,Atlantic Salmon - Fillet,"Eggs, Meat & Fish",Fish & Seafood,Big Sams,1190.0,1190.0,Frozen Fish & Seafood,4.0,"Big Sams is a well-known international brand which offers a range of quality frozen seafood. The raw salmon fillets provided by Big Sams is trimmed and cut into a fillet portion so that it is easy to cook. The skin is kept as intact as some people like the skin of the salmon on their fillet. They are hygienically processed under strict conditions, so that the fish reaches your home in its fresh best.",1190.0,1190.0,0.0,https://www.bigbasket.com/pd/40021108/big-sams-atlantic-salmon-fillet-300-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Atlantic%2520Salmon%2520-%2520%2520Skinless%2520Fillet,4.0
5800,"Ham - Pork, Luncheon","Eggs, Meat & Fish","Sausages, Bacon & Salami",Quickee'S,285.0,285.0,Pork & Ham,2.9,Quickee presents their deliciously mouth-watering range of meat products which will enchant your taste buds and leave you craving for more as you rake up your favourite meals. Use Quickees Pork Luncheon Ham to make your favourite sandwiches and subs with fresh vegetables in order to rake up a delectable meal for your family and friends.,285.0,285.0,0.0,n/a,2.9
5929,"Country Eggs - Kadaknath, Small, Antibiotic Residue-Free","Eggs, Meat & Fish",Eggs,Fresho,115.0,125.0,Country Eggs,3.4,"Number of PcsSize6 pcsSmallKadaknath egg is one of the rare variety of eggs in the country. It increases the high protein level in the human body. The origin of eggs is from Madhya Pradesh. The Add-on Benefits of Fresho Egg: • Antibiotic free • Free from growth hormones • Carefully selected • Rich in omega 3 Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",115.0,115.0,8.0,https://www.bigbasket.com/pd/40185807/fresho-country-cage-free-eggs-medium-antibiotic-residue-free-6-pcs-tray/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=6&t_s=Country%2520Cage%2520Free%2520Eggs-Medium,3.4
5956,Ferra Fish,"Eggs, Meat & Fish",Fish & Seafood,H.S. Dry Fish,59.5,70.0,Dry Fish,3.8,"The oldest traditional way of preserving fish is drying, and is still considered one of the most effective preservation methods.",59.5,59.5,15.0,https://www.bigbasket.com/pd/40036193/hs-dry-fish-ferra-fish-80-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Ferra%2520Fish,3.8
5979,Sausage - Chicken with Chives,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Bon Appetit,292.0,312.0,Chicken Sausages,4.4,"EAN Code: 8908002778786  Country of origin: India  Manufactured & Marketed by: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India  Best before 18-10-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",292.0,292.0,6.41025641025641,https://www.bigbasket.com/pd/40339772/carnivore-chicken-cheese-onion-sausages-250-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Chicken%2520%2526%2520Cheese%2520Onion%2520Sausages,4.4
6018,Chicken Seekh Kabab Nawabi,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,254.0,330.0,Chicken Sausages,4.2,"Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delight with your loved ones. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",254.0,254.0,23.03030303030303,https://www.bigbasket.com/pd/40020425/zorabian-chicken-seekh-kebab-250-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Chicken%2520-%2520Seekh%2520Kebab,4.2
6069,Sardine In Tomato Sauce,"Eggs, Meat & Fish",Fish & Seafood,Indofish,70.0,70.0,Canned Seafood,4.4,"Indofish Sardine in Tomato Sauce is  ready to eat and is a rich source of Omega 3. It comes with an easy to open lid and can be stored for longer than fresh fish. It is an ideal ingredient to be used for preparing flavourful fish curries, salads or pastas.",70.0,70.0,0.0,https://www.bigbasket.com/pd/40096825/golden-prize-canned-sardine-in-tomato-sauce-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Canned%2520Sardine%2520in%2520Tomato%2520Sauce,4.4
6125,Chicken Bell Pepper Salami,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,150.0,150.0,Chicken Sausages,4.2,"At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with lean ground chicken with low fat. Chicken Salami with engraved Bell Peppers serves as anytime snack. Perfect snack or Salad combo for any meal of the day.",150.0,150.0,0.0,https://www.bigbasket.com/pd/40161839/la-carne-chicken-bell-pepper-salami-250-g-pkt/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Chicken%2520Bell%2520Pepper%2520Salami,4.2
6178,"Pork - D Shape Cooked Breakfast Ham, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,171.6,190.67,Pork & Ham,3.9,"Bauwens D-Shaped hams is perfectly sliced, has a great plate coverage and eye appeal. They also appear less processed and each ham is hand-processed to remove the bone. The included muscles are separated and closely trimmed of fat before the ham is shaped and slow-smoked on hardwood. Manufactured at USA. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",171.6,171.6,10.001573399066448,https://www.bigbasket.com/pd/40094813/fresho-signature-pork-smoked-breakfast-ham-sliced-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Pork%2520-%2520Smoked%2520Breakfast%2520Ham%252C%2520Sliced,3.9
6254,"Chicken - Momos, Spicy","Eggs, Meat & Fish","Sausages, Bacon & Salami",Prasuma,295.0,295.0,Chicken Sausages,4.2,"Made with premium ingredients and no preservatives, each Prasuma Momo is crafted with thin wrappers that allow for a larger filling-to-wrapper ratio, these bite-sized treats are full of flavour and easy to prepare. Prasuma Momos can be microwaved, pan-fried, steamed or deep fried and ready to eat in as little as 2 minutes.",295.0,295.0,0.0,https://www.bigbasket.com/pd/40177263/prasuma-chicken-momos-spicy-24-pcs/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Spicy%2520Chicken%2520Momos,4.2
6497,Canned Mackerel In - Tomato Sauce With Chili,"Eggs, Meat & Fish",Fish & Seafood,Golden Prize,113.05,119.0,Canned Seafood,4.1,"Premium Quality Fish, Imported from Thailand, Excellent source of Omega 3",113.05,113.05,5.000000000000003,https://www.bigbasket.com/pd/40037996/golden-prize-canned-mackerel-in-tomato-sauce-with-chili-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Canned%2520Mackerel%2520In%2520-%2520Tomato%2520Sauce%2520With%2520Chili,4.1
6524,Pink Salmon In Oil,"Eggs, Meat & Fish",Fish & Seafood,Golden Prize,308.75,325.0,Canned Seafood,3.9,"Golden Prize Salmon In Oil is ready to eat and is a rich source of Omega 3. It comes with an easy to open lid and can be stored for longer than fresh fish. It is an ideal ingredient to be used for preparing flavourful fish curries, salads or pastas.",308.75,308.75,5.0,https://www.bigbasket.com/pd/40124072/golden-prize-smoked-pink-salmon-fillet-wild-alaskan-in-oil-115-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Smoked%2520Pink%2520Salmon%2520Fillet%2520-%2520Wild%2520Alaskan%252C%2520In%2520Oil,3.9
6642,Chicken Frankfurter,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,212.8,280.0,Chicken Sausages,4.0,"Chicken Frankfurter is made with premium ingredients, giving you the perfect blend of flavours. Easy to cook, this is a perfect option to tame your hunger pangs. Indulge in some premium taste with Fresho.",212.8,212.8,24.0,https://www.bigbasket.com/pd/40263037/fresho-chicken-frankfurter-ready-to-fry-rich-in-protein-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Chicken%2520Frankfurter,4.0
6737,Prawns - Pud Small,"Eggs, Meat & Fish",Fish & Seafood,Seastar,170.0,170.0,Frozen Fish & Seafood,2.9,Seastar Prawns - Pud Small 250 g,170.0,170.0,0.0,https://www.bigbasket.com/pd/40018655/seastar-prawns-pud-small-250-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Prawns%2520-%2520Pud%2520Small,2.9
6934,Rohu Fish (Large) - Curry Cut/Bengali Cut 1 kg + Mutton - Curry Cut 1 kg,"Eggs, Meat & Fish",Fish & Seafood,Fresho,1155.0,1948.0,Fresh Fish,3.0,"Product weighed before cleaning and cutting. Net weight will be lower at the time of delivery because of cleaning and Processing weight loss
 Fresho Meats is our in house brand of fresh meat, poultry and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. Additionally, every product is packed using food grade plastic which provides a nourishing and wholesome environment. Freshly processed & Clean curry pieces ready for cooking.",1155.0,1155.0,40.70841889117043,n/a,3.0
7086,Fresh Catch Prawns - Medium,"Eggs, Meat & Fish",Fish & Seafood,Ifb,200.0,200.0,Frozen Fish & Seafood,3.5,"IFB Fresh Catch brings you premium quality prawns from the warm coastal waters of Bengal. It is quickly frozen to ensure consistency and freshness. Upon being thawed and cooked, the natural juices of the prawns are released making it soft and succulent. By purchasing these prawns, you will be supporting a community of dedicated Aqua Farmers committed to preserve the health of their home and the environment, for years to come.",200.0,200.0,0.0,https://www.bigbasket.com/pd/40004054/ifb-fresh-catch-prawns-medium-200-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Fresh%2520Catch%2520Prawns%2520-%2520Medium,3.5
7118,Fresh Boneless Chicken Breast,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Meatzza,240.0,240.0,Chicken Sausages,3.7,"Breast pieces processed from dressed whole bird. Very soft and tender in nature, ideal for roasting and good to use in dry heat. Should be Kept Frozen at or below -18 C",240.0,240.0,0.0,https://www.bigbasket.com/pd/40055084/meatzza-fresh-boneless-chicken-breast-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=4&t_s=Boneless%2520Chicken%2520Breast,3.7
7147,"Mutton - Curry Cut, From Whole Carcass 8-10 Kgs. Antibiotic Residue-Free, Growth Hormone-Free","Eggs, Meat & Fish",Mutton & Lamb,Fresho,829.0,1499.0,Fresh Mutton,3.0,"Net WeightNumber Of PcsServing SizeStorage Temp1 kg15-204-6 people0-4 deg celMutton is popular in most of the household. It is treated as a delicacy and is prepared in different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. Mutton helps in building a strong immune system. It also helps to build bones and muscles. Mutton curry is enjoyed in most of the houses. Fresho Mutton curry cut is carved into perfect pieces to give you the ideal portion for your curries. This scrumptious mutton pieces come in 15-20 in numbers which are perfect for 4-6 people. The Add-on Benefits of Fresho Mutton: • Premium quality • Tender Meat • Processed and packed under strict hygienic condition. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",829.0,829.0,44.69646430953969,https://www.bigbasket.com/pd/40048912/fresho-mutton-curry-cut-from-whole-carcass-antibiotic-residue-free-growth-hormone-free-8-10-pcs-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Mutton%2520Curry%2520Cut%2520From%2520Whole%2520Carcass,3.0
7148,Healthy Brown Eggs,"Eggs, Meat & Fish",Eggs,UPF,70.29,80.0,Farm Eggs,3.6,UPF Brown Eggs are fresh and clean eggs produced from the vegetarian feed. These are infertile. Brown eggs are the natural sources of Omega-3 fatty acids.,70.29,70.29,12.137499999999992,https://www.bigbasket.com/pd/40256652/upf-healthy-brown-eggs-large-rich-in-protein-great-for-bones-12-pcs/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Healthy%2520Brown%2520Eggs%2520-%2520Large%252C%2520Rich%2520In%2520Protein%252C%2520Great%2520For%2520Bones,3.6
7236,"Tuna Chunks - White Meat In Water, Salt Added","Eggs, Meat & Fish",Fish & Seafood,Tasty Nibbles,200.0,200.0,Canned Seafood,4.2,"Ready to Eat Canned White Meat Tuna from yellowfin is a healthy and tastier meal. Rich in Omega 3, Proteins, Potassium, Magnesium, Iron, Vitamin A, B16 & B12, it comes with no preservative and no odour. It is zero carb/sugar-free and unopened and it can be kept at room temperature. It comes with HACCP, Halal, and Japanese Technology.",200.0,200.0,0.0,https://www.bigbasket.com/pd/40176765/tasty-nibbles-tuna-chunks-white-meat-in-water-salt-added-185-g-can/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Tuna%2520Chunks%2520-%2520White%2520Meat%2520In%2520Water%252C%2520Salt%2520Added,4.2
7333,Chicken Zing - Cool,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Blue Flame,254.15,299.0,Chicken Sausages,3.9,This is a unique blend of chicken breast filet perfectly coated with breadcrumbs. A perfect appetizer evening refreshment and party snack. You will not just be able to resist the zing cool with spice flavour.,254.15,254.15,15.0,https://www.bigbasket.com/pd/40157310/blue-flame-chicken-zing-cool-350-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Chicken%2520Zing%2520-%2520Cool,3.9
7643,Chicken Breakfast Sausage,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,275.0,275.0,Chicken Sausages,4.2,"At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with lean ground chicken with low fat, perfect breakfast and alternative to regular sausages.",275.0,275.0,0.0,https://www.bigbasket.com/pd/40161832/la-carne-chicken-breakfast-sausage-500-g-pkt/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Chicken%2520Breakfast%2520Sausage,4.2
7644,"Seer Fish Large - Steak/Slice, Preservative Free, 6-8 pcs","Eggs, Meat & Fish",Fish & Seafood,Fresho,764.0,999.0,Fresh Fish,2.9,"Net WeightNumber Of PcsServing SizeStorage Temp500 g6-86-8 people0-4 deg celSeer fish is known for its great taste and different health benefits. It is one of the favourite fish in the south. It is used to made different delicacy including fish pickle. Seer fish is good for the heart and has a rich content of Omega-3 fatty acid. This steak sliced seer fish comes without the head. It is cleaned and gutted. This comes in 6-8 pcs which are perfect for 6-8 people. It is  preservative-free. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",764.0,764.0,23.52352352352352,https://www.bigbasket.com/pd/40063802/fresho-seer-fish-large-steakslice-preservative-free-6-8-pcs-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Seer%2520Fish%2520Steak%252FSlice-Large,2.9
7749,"Pork - Smoked Pancetta, P.D.O, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,705.6,784.0,Pork & Ham,3.9,"Dautore Pancetta is an Italian bacon, cut from pork belly and cured with salt. It is often seasoned with spices like fennel, nutmeg, garlic, dried ground hot peppers, and peppercorns. After being cured and dried, it is often rolled into a spiral cylindrical shape. Smoked Pancetta P.D.O given you a perfect italian flavour. Manufactured at Italy. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",705.6,705.6,9.999999999999998,https://www.bigbasket.com/pd/40094813/fresho-signature-pork-smoked-breakfast-ham-sliced-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Pork%2520-%2520Smoked%2520Breakfast%2520Ham%252C%2520Sliced,3.9
7769,"Ham - Pork, Smoked","Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,275.0,275.0,Pork & Ham,3.9,"pork meat (74%), Water, Edible starch, Edible common salt, soy, Dextrose, Emulsifler E-452 & E-407, Antioxidants E-316, Colour flxative E-250 contains Natural Smoke.",275.0,275.0,0.0,https://www.bigbasket.com/pd/40063429/la-carne-ham-pork-smoked-150-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Ham%2520-%2520Pork%252C%2520Smoked,3.9
7878,Bombay Duck,"Eggs, Meat & Fish",Fish & Seafood,H.S. Dry Fish,75.0,75.0,Dry Fish,4.1,"The oldest traditional way of preserving fish is drying, and is still considered one of the most effective preservation methods.",75.0,75.0,0.0,https://www.bigbasket.com/pd/40217543/ecofarm-dressed-dry-fish-bombay-duck-80-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Dressed%2520Dry%2520Fish%2520-%2520Bombay%2520Duck,4.1
8318,Mackerel In Oil,"Eggs, Meat & Fish",Fish & Seafood,Golden Prize,113.05,119.0,Canned Seafood,4.1,"Golden Prize Mackerel In Oil is ready to eat and is a rich source of Omega 3. It comes with an easy to open lid and can be stored for longer than fresh fish. It is an ideal ingredient to be used for preparing flavourful fish curries, salads or pastas.",113.05,113.05,5.000000000000003,https://www.bigbasket.com/pd/40176417/golden-prize-mackerel-in-oil-200-g-can/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Mackerel%2520In%2520Oil,4.1
8509,"Catla Fish - Large, Curry Cut/Bengali Cut, Preservative Free, 12-15 pcs","Eggs, Meat & Fish",Fish & Seafood,Fresho,359.0,599.0,Fresh Fish,3.0,"Net WeightNumber Of PcsServing SizeStorage Temp1 kg12-154-5 people0-4 deg celCatla fish is a tender and delicious meat which is high in protein and is great for heart health. Rich in Omega 3 fatty acids and other essential nutrients like iodine, selenium, zinc, this fish is good for overall health. This curry cut catla fish comes with the head. It is cleaned and gutted. This comes in 12-15 pcs which are perfect for 4-5 people. It is  preservative-free. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",359.0,359.0,40.06677796327212,https://www.bigbasket.com/pd/10000756/fresho-rohu-fish-large-curry-cutbengali-cut-preservative-free-12-15-pcs-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Rohu%2520Fish%2520Curry%2520Cut%252FBengali%2520Cut,3.0
8557,"Eggs - Organic, Farm Fresh, Country","Eggs, Meat & Fish",Eggs,Hita Farms,120.0,120.0,Farm Eggs,2.9,"For us, the Hens come first. Our hens are not caged and have access to great outdoors and the run of a large and spacious hen house. They play, eat, enjoy, rest and give happy eggs, whenever they feel like. These eggs come from our own farms and are delivered fresh. Welcome to the happy world that provides happy eggs and happy meals. Happy Eggs from Hita Farms are brought to you by Raj Seelam and his associates.",120.0,120.0,0.0,https://www.bigbasket.com/pd/40131160/hita-farms-eggs-organic-farm-fresh-country-6-pcs/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Eggs%2520-%2520Organic%252C%2520Farm%2520Fresh%252C%2520Country,2.9
8647,Chicken Jalapeno Garlic Sausage,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,197.6,260.0,Chicken Sausages,4.3,"Chicken Jalapeno Garlic Sausage is made with premium ingredients, giving you the perfect blend of flavours. Easy to cook, this is a perfect option to tame your hunger pangs. Indulge in some premium taste with Fresho.",197.6,197.6,24.000000000000004,https://www.bigbasket.com/pd/40020422/zorabian-chicken-spicy-sausages-250-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Chicken%2520-%2520Spicy%2520Sausages,4.3
8709,Prawns(Big),"Eggs, Meat & Fish",Fish & Seafood,H.S. Dry Fish,75.0,75.0,Dry Fish,3.8,"The oldest traditional way of preserving fish is drying, and is still considered one of the most effective preservation methods.",75.0,75.0,0.0,https://www.bigbasket.com/pd/40036189/hs-dry-fish-prawnsbig-80-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Prawns%2528Big%2529,3.8
8897,Canned Sardine - in Brine,"Eggs, Meat & Fish",Fish & Seafood,Golden Prize,79.0,79.0,Canned Seafood,3.9,"Golden Prize Canned Sardine in Brine is rich in Omega 3 and can be used to prepare a variety of delicious dishes, or can be eaten straight from the can. Brine dipped sardines contain twice the calcium content than milk. These sardines are a product of Thailand and come in an easy to open lid can. They are dolphin safe and HACCP compliant.",79.0,79.0,0.0,https://www.bigbasket.com/pd/40037997/golden-prize-canned-sardine-in-brine-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Canned%2520Sardine%2520In%2520Brine,3.9
8906,Prawn - Butterfly,"Eggs, Meat & Fish",Fish & Seafood,Seastar,202.5,225.0,Frozen Fish & Seafood,4.4,Seastar Prawn - Butterfly 250 g,202.5,202.5,10.0,https://www.bigbasket.com/pd/40003222/ifb-fresh-catch-butterfly-shrimps-150-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=12&t_s=Fresh%2520Catch%2520Butterfly%2520Shrimps,4.4
8967,"Mutton - Shoulder Pieces, Antibiotic Residue-Free, Growth Hormone-Free","Eggs, Meat & Fish",Mutton & Lamb,Fresho,559.0,999.0,Fresh Mutton,3.3,"Net WeightNumber Of PcsServing SizeStorage Temp500 g10-153-5 people0-4 deg celMutton is popular in most of the household. It is treated as a delicacy and is prepared in different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. The mutton shoulder piece is one of the flavourful parts. These pieces are perfect for stewing and slow-roasting as it takes time to become tender. Fresho shoulder cut comes in 10-15 pieces which are perfect for 3-5 people.The Add-on Benefits of Fresho Mutton: • Premium quality • Tender Meat • Processed and packed under strict hygienic condition. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",559.0,559.0,44.04404404404404,https://www.bigbasket.com/pd/40185810/fresho-farm-sunny-eggs-medium-antibiotic-residue-free-10-pcs-tray/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=13&t_s=Farm%2520Sunny%2520Eggs%2520-%2520Medium%252C%2520Antibiotic%2520Residue-Free,3.3
9008,Chicken Seekh Kabab Hot Garlic,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,222.0,285.0,Chicken Sausages,2.9,"Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. Enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delight with your loved ones. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",222.0,222.0,22.105263157894736,https://www.bigbasket.com/pd/40197988/fresho-chicken-seekh-kabab-hot-garlic-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Chicken%2520Seekh%2520Kabab%252FKebab%252C%2520Hot%2520Garlic,2.9
9239,Eggs - Brown,"Eggs, Meat & Fish",Eggs,CP EVERYDAY,70.0,70.0,Protein Eggs,3.1,"CP Brown Eggs are a natural source of high-quality protein which helps to sustain mental and physical energy throughout the day. CP Brown Eggs consist of 13.82g of protein in every 100 gm.These are one of nature's most wholesome and cost-effective foods. You can bake enjoyable cakes, cookies, scones etc. with eggs; try your hand over at family pasta as well. It is twisted boiled, sunny-side up, deviled or evened. The Indian method curry eggs can be finished in so many unique tasty ways. An egg can give you a health kick in no time at all! It is the ideal ingredient to add to your child's breakfast for growth and development. Eggs can be consumed in various ways like omelettes, boiled eggs, egg bhurji and in any of the dozen egg recipe.A rich source of protein, various vitamins and amino acids, it is one of the rare food items that contain diverse nutrients. Recent studies show that eggs can prevent strokes, heart diseases and also breast cancer. They promote healthy hair and nails now that is an incentive for every woman out there!You can have them for breakfast, lunch, dinner and even as in-between snacks.",70.0,70.0,0.0,https://www.bigbasket.com/pd/40094115/cp-everyday-eggs-brown-6-pcs/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Eggs%2520-%2520Brown,3.1
9274,Seer Fish,"Eggs, Meat & Fish",Fish & Seafood,H.S. Dry Fish,120.0,120.0,Dry Fish,3.5,"The oldest traditional way of preserving fish is drying, and is still considered one of the most effective preservation methods.",120.0,120.0,0.0,https://www.bigbasket.com/pd/40036187/hs-dry-fish-seer-fish-80-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Seer%2520Fish,3.5
9414,Mutton Mince,"Eggs, Meat & Fish",Mutton & Lamb,Premier,450.0,450.0,Frozen Mutton,4.0,"Premier Mince Mutton is made from the best cuts which give the best flavours. Our minced is without fats and trimmed boneless meat. You can make any dish using this mince for home made koftas, kebabs, keema etc. A little portion of this meat is good for those wanting to lose some weight. It is also a outstanding source of many vitamins and minerals. It is a deep red colour meat that has a strong flavour and is gamey.
Benefits

Handpicked fine quality tender and low-fat Mutton meat.
Goat meat is leaner than not only lamb and beef but also chicken.",450.0,450.0,0.0,https://www.bigbasket.com/pd/40215011/premier-mutton-mutton-curry-cuts-450-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Mutton%2520Curry%2520Cuts,4.0
9494,Chicken - Mortadella Sliced,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,198.0,220.0,Chicken Sausages,3.8,"Fresho Signature Chicken - Mortadella is known for its excellent quality. It is a perfect choice for a quick healthy and nutritious breakfast. Add it to your salads or simply have it for a snack. Made with 100% chicken, the Mortadella adds a delicious mild flavor, and enhances the soft texture and gives light flavor. The Chicken Mortadella is heart-healthy, lean and a great source of protein. This robust and flavourful mortadella doubles up as perfect finger food. Simply heat and serve.",198.0,198.0,10.0,https://www.bigbasket.com/pd/40263041/fresho-chicken-mortadella-sliced-paprika-rich-in-protein-nutritious-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=13&t_s=Chicken%2520Mortadella%2520Sliced,3.8
9685,Fresh Chicken Mince,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Meatzza,240.0,240.0,Chicken Sausages,3.9,"Processed from entire dressed whole bird, ideal for roasting and shallow frying, good to use in dry heat. Should be Kept Frozen at or below -18 C",240.0,240.0,0.0,https://www.bigbasket.com/pd/40055087/meatzza-fresh-chicken-mince-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Fresh%2520Chicken%2520Mince,3.9
