customer_id,Recency,Frequency,Monetary,gender,age,city,membership_type,avg_rating,discount_applied,satisfaction
103,42,9,510.75,Female,43,Chicago,Bronze,3.4,True,Unsatisfied
105,55,13,720.4,Male,27,Miami,Silver,4.0,True,Unsatisfied
106,22,8,440.8,Female,37,Houston,Bronze,3.1,False,Neutral
109,40,10,495.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
111,34,11,690.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
112,20,7,470.5,Female,36,Houston,Bronze,3.2,False,Neutral
115,38,9,530.4,Female,42,Chicago,Bronze,3.5,True,Unsatisfied
117,48,12,700.6,Male,26,Miami,Silver,3.7,True,Unsatisfied
118,25,8,450.9,Female,38,Houston,Bronze,3.0,False,Neutral
121,41,10,505.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
123,54,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
124,23,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
127,39,9,485.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
129,33,10,670.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
130,19,8,460.5,Female,36,Houston,Bronze,3.1,False,Neutral
133,37,9,520.4,Female,42,Chicago,Bronze,3.5,True,Unsatisfied
135,47,12,690.6,Male,26,Miami,Silver,3.9,True,Unsatisfied
136,24,8,440.9,Female,38,Houston,Bronze,3.2,False,Neutral
139,40,10,500.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
141,53,13,700.4,Male,27,Miami,Silver,4.0,True,Unsatisfied
142,21,7,420.8,Female,37,Houston,Bronze,3.1,False,Neutral
145,38,9,480.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
147,32,10,680.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
148,18,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
151,39,10,505.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
153,54,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
154,23,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
157,39,9,485.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
159,33,10,670.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
160,19,8,460.5,Female,36,Houston,Bronze,3.1,False,Neutral
163,37,9,520.4,Female,42,Chicago,Bronze,3.5,True,Unsatisfied
165,47,12,690.6,Male,26,Miami,Silver,3.9,True,Unsatisfied
166,24,8,440.9,Female,38,Houston,Bronze,3.2,False,Neutral
169,40,10,500.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
171,53,13,700.4,Male,27,Miami,Silver,4.0,True,Unsatisfied
172,21,7,420.8,Female,37,Houston,Bronze,3.1,False,Unknown
175,38,9,480.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
177,32,10,680.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
178,18,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
181,39,10,505.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
183,54,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
184,23,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
187,39,9,485.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
189,33,10,670.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
190,19,8,460.5,Female,36,Houston,Bronze,3.1,False,Neutral
193,37,9,520.4,Female,42,Chicago,Bronze,3.5,True,Unsatisfied
195,47,12,690.6,Male,26,Miami,Silver,3.9,True,Unsatisfied
196,24,8,440.9,Female,38,Houston,Bronze,3.2,False,Neutral
199,40,10,500.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
201,53,13,700.4,Male,27,Miami,Silver,4.0,True,Unsatisfied
202,21,7,420.8,Female,37,Houston,Bronze,3.1,False,Neutral
205,38,9,480.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
207,32,10,680.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
208,18,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
211,39,10,505.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
213,54,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
214,23,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
217,39,9,485.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
219,33,10,670.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
220,19,8,460.5,Female,36,Houston,Bronze,3.1,False,Neutral
223,37,9,520.4,Female,42,Chicago,Bronze,3.5,True,Unsatisfied
225,47,12,690.6,Male,26,Miami,Silver,3.9,True,Unsatisfied
226,24,8,440.9,Female,38,Houston,Bronze,3.2,False,Neutral
229,40,10,500.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
231,53,13,700.4,Male,27,Miami,Silver,4.0,True,Unsatisfied
232,21,7,420.8,Female,37,Houston,Bronze,3.1,False,Neutral
235,38,9,480.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
237,32,10,680.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
238,18,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
241,39,10,505.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
243,54,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
244,23,7,430.8,Female,37,Houston,Bronze,3.4,False,Unknown
247,38,9,480.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
249,32,10,680.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
250,18,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
253,39,10,505.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
255,54,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
256,23,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
259,39,9,485.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
261,33,10,670.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
262,19,8,460.5,Female,36,Houston,Bronze,3.1,False,Neutral
265,37,9,520.4,Female,42,Chicago,Bronze,3.5,True,Unsatisfied
267,47,12,690.6,Male,26,Miami,Silver,3.9,True,Unsatisfied
268,24,8,440.9,Female,38,Houston,Bronze,3.2,False,Neutral
271,40,10,500.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
273,53,13,700.4,Male,27,Miami,Silver,4.0,True,Unsatisfied
274,23,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
277,38,9,480.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
279,32,10,680.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
280,18,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
283,39,10,505.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
285,54,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
286,23,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
289,39,9,485.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
291,33,10,670.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
292,19,8,460.5,Female,36,Houston,Bronze,3.1,False,Neutral
295,37,9,520.4,Female,42,Chicago,Bronze,3.5,True,Unsatisfied
297,47,12,690.6,Male,26,Miami,Silver,3.9,True,Unsatisfied
298,24,8,440.9,Female,38,Houston,Bronze,3.2,False,Neutral
302,50,14,730.4,Female,29,Miami,Silver,4.0,True,Unsatisfied
303,21,7,450.6,Female,35,Houston,Bronze,3.3,False,Neutral
306,35,10,495.25,Female,42,Chicago,Bronze,3.5,True,Unsatisfied
308,46,12,670.6,Male,26,Miami,Silver,3.9,True,Unsatisfied
309,25,8,460.9,Female,38,Houston,Bronze,3.2,False,Neutral
312,38,9,515.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
314,52,13,690.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
315,24,7,420.8,Female,37,Houston,Bronze,3.4,False,Neutral
318,39,9,480.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
320,32,10,680.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
321,18,8,470.5,Female,36,Houston,Bronze,3.0,False,Neutral
324,39,10,505.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
326,54,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
327,23,7,430.8,Female,37,Houston,Bronze,3.4,False,Neutral
330,39,9,485.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
332,33,10,670.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
333,19,8,460.5,Female,36,Houston,Bronze,3.1,False,Neutral
336,37,9,520.4,Female,42,Chicago,Bronze,3.5,True,Unsatisfied
338,47,12,690.6,Male,26,Miami,Silver,3.9,True,Unsatisfied
339,24,8,440.9,Female,38,Houston,Bronze,3.2,False,Neutral
342,40,9,525.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
344,55,13,720.4,Male,27,Miami,Silver,4.0,True,Unsatisfied
345,25,7,440.8,Female,37,Houston,Bronze,3.2,False,Neutral
348,40,9,490.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
350,34,10,690.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
351,20,8,480.5,Female,36,Houston,Bronze,3.1,False,Neutral
354,41,10,510.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
356,56,13,700.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
357,26,7,410.8,Female,37,Houston,Bronze,3.4,False,Neutral
360,41,9,495.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
362,35,10,660.3,Male,32,Miami,Silver,3.8,True,Unsatisfied
363,21,8,430.5,Female,36,Houston,Bronze,3.1,False,Neutral
366,42,10,505.75,Female,43,Chicago,Bronze,3.3,True,Unsatisfied
368,57,13,710.4,Male,27,Miami,Silver,4.1,True,Unsatisfied
369,24,7,450.8,Female,37,Houston,Bronze,3.4,False,Neutral
372,42,9,475.25,Female,41,Chicago,Bronze,3.6,True,Unsatisfied
